,Unnamed: 0_call,交易日期,行权价_call,成交量(手)_call,到期剩余天数_call,期权代码_call,收盘价_call,到期ETF收盘价_call,现期ETF收盘价_call,monthly_RV_call,option_type_call,期权收益率_call,IV_call,在值程度_call,Unnamed: 0_put,行权价_put,成交量(手)_put,到期剩余天数_put,期权代码_put,收盘价_put,到期ETF收盘价_put,现期ETF收盘价_put,monthly_RV_put,option_type_put,期权收益率_put,IV_put,在值程度_put,Return
206,189,2016-12-12,2.4,4265.0,44,10000752.SH,0.05,2.357,2.386,0.1345127474412524,call,-0.0227272727272727,0.1619011413513719,1,190,2.4,14932.0,44,10000784.SH,0.06,2.357,2.386,0.1345127474412524,put,-0.006439393939394,0.1700028986415863,1,-0.41528925619834894
207,190,2016-12-12,2.4,20209.0,44,10000779.SH,0.04,2.357,2.386,0.1345127474412524,call,-0.0227272727272727,0.1316243811296522,1,189,2.4,2444.0,44,10000757.SH,0.06,2.357,2.386,0.1345127474412524,put,-0.006439393939394,0.1700028986415863,1,-0.3886363636363656
208,190,2016-12-12,2.4,20209.0,44,10000779.SH,0.04,2.357,2.386,0.1345127474412524,call,-0.0227272727272727,0.1316243811296522,1,190,2.4,14932.0,44,10000784.SH,0.06,2.357,2.386,0.1345127474412524,put,-0.006439393939394,0.1700028986415863,1,-0.3886363636363656
209,191,2016-12-13,2.4,2574.0,43,10000752.SH,0.04,2.357,2.371,0.1352638475881317,call,-0.0232558139534883,0.1546567368429303,1,191,2.4,1388.0,43,10000757.SH,0.06,2.357,2.371,0.1352638475881317,put,-0.0065891472868218,0.1469402041792869,1,-0.39767441860465325
210,191,2016-12-13,2.4,2574.0,43,10000752.SH,0.04,2.357,2.371,0.1352638475881317,call,-0.0232558139534883,0.1546567368429303,1,192,2.4,5573.0,43,10000784.SH,0.07,2.357,2.371,0.1352638475881317,put,-0.0089700996677741,0.1780546476598382,1,-0.4249471458773803
211,192,2016-12-13,2.4,10401.0,43,10000779.SH,0.04,2.357,2.371,0.1352638475881317,call,-0.0232558139534883,0.1546567368429303,1,191,2.4,1388.0,43,10000757.SH,0.06,2.357,2.371,0.1352638475881317,put,-0.0065891472868218,0.1469402041792869,1,-0.39767441860465325
212,192,2016-12-13,2.4,10401.0,43,10000779.SH,0.04,2.357,2.371,0.1352638475881317,call,-0.0232558139534883,0.1546567368429303,1,192,2.4,5573.0,43,10000784.SH,0.07,2.357,2.371,0.1352638475881317,put,-0.0089700996677741,0.1780546476598382,1,-0.4249471458773803
213,193,2016-12-14,2.35,1131.0,42,10000751.SH,0.06,2.357,2.36,0.1360329124156392,call,-0.0210317460317459,0.1617433679355383,1,193,2.35,1626.0,42,10000756.SH,0.04,2.357,2.36,0.1360329124156392,put,-0.0238095238095238,0.1498268556824326,1,-0.6642857142857135
214,193,2016-12-14,2.35,1131.0,42,10000751.SH,0.06,2.357,2.36,0.1360329124156392,call,-0.0210317460317459,0.1617433679355383,1,194,2.35,6981.0,42,10000783.SH,0.05,2.357,2.36,0.1360329124156392,put,-0.0238095238095238,0.1814991983591317,1,-0.6688311688311681
215,194,2016-12-14,2.35,5716.0,42,10000778.SH,0.06,2.357,2.36,0.1360329124156392,call,-0.0210317460317459,0.1617433679355383,1,193,2.35,1626.0,42,10000756.SH,0.04,2.357,2.36,0.1360329124156392,put,-0.0238095238095238,0.1498268556824326,1,-0.6642857142857135
216,194,2016-12-14,2.35,5716.0,42,10000778.SH,0.06,2.357,2.36,0.1360329124156392,call,-0.0210317460317459,0.1617433679355383,1,194,2.35,6981.0,42,10000783.SH,0.05,2.357,2.36,0.1360329124156392,put,-0.0238095238095238,0.1814991983591317,1,-0.6688311688311681
217,195,2016-12-15,2.3,4356.0,41,10000750.SH,0.06,2.357,2.3080000000000003,0.1563886463012509,call,-0.0012195121951217,0.1713951432381272,1,195,2.3,6849.0,41,10000755.SH,0.05,2.357,2.3080000000000003,0.1563886463012509,put,-0.024390243902439,0.1843484777686893,1,-0.3525498891352525
218,195,2016-12-15,2.3,4356.0,41,10000750.SH,0.06,2.357,2.3080000000000003,0.1563886463012509,call,-0.0012195121951217,0.1713951432381272,1,196,2.3,22367.0,41,10000782.SH,0.05,2.357,2.3080000000000003,0.1563886463012509,put,-0.024390243902439,0.1843484777686893,1,-0.3525498891352525
219,196,2016-12-15,2.3,11738.0,41,10000777.SH,0.06,2.357,2.3080000000000003,0.1563886463012509,call,-0.0012195121951217,0.1713951432381272,1,195,2.3,6849.0,41,10000755.SH,0.05,2.357,2.3080000000000003,0.1563886463012509,put,-0.024390243902439,0.1843484777686893,1,-0.3525498891352525
220,196,2016-12-15,2.3,11738.0,41,10000777.SH,0.06,2.357,2.3080000000000003,0.1563886463012509,call,-0.0012195121951217,0.1713951432381272,1,196,2.3,22367.0,41,10000782.SH,0.05,2.357,2.3080000000000003,0.1563886463012509,put,-0.024390243902439,0.1843484777686893,1,-0.3525498891352525
221,197,2016-12-16,2.3,2214.0,40,10000750.SH,0.05,2.357,2.301,0.1565595833064847,call,0.0035000000000001,0.1533001954107583,1,197,2.3,3521.0,40,10000755.SH,0.05,2.357,2.301,0.1565595833064847,put,-0.025,0.1758101762784123,1,-0.3224999999999971
222,197,2016-12-16,2.3,2214.0,40,10000750.SH,0.05,2.357,2.301,0.1565595833064847,call,0.0035000000000001,0.1533001954107583,1,198,2.3,9783.0,40,10000782.SH,0.05,2.357,2.301,0.1565595833064847,put,-0.025,0.1758101762784123,1,-0.3224999999999971
223,198,2016-12-16,2.3,12606.0,40,10000777.SH,0.05,2.357,2.301,0.1565595833064847,call,0.0035000000000001,0.1533001954107583,1,197,2.3,3521.0,40,10000755.SH,0.05,2.357,2.301,0.1565595833064847,put,-0.025,0.1758101762784123,1,-0.3224999999999971
224,198,2016-12-16,2.3,12606.0,40,10000777.SH,0.05,2.357,2.301,0.1565595833064847,call,0.0035000000000001,0.1533001954107583,1,198,2.3,9783.0,40,10000782.SH,0.05,2.357,2.301,0.1565595833064847,put,-0.025,0.1758101762784123,1,-0.3224999999999971
225,199,2016-12-19,2.3,3436.0,37,10000750.SH,0.04,2.357,2.293,0.1564089995025645,call,0.0114864864864867,0.1400608779375552,1,199,2.3,2541.0,37,10000755.SH,0.05,2.357,2.293,0.1564089995025645,put,-0.027027027027027,0.1688410258819163,1,-0.2972972972972938
226,199,2016-12-19,2.3,3436.0,37,10000750.SH,0.04,2.357,2.293,0.1564089995025645,call,0.0114864864864867,0.1400608779375552,1,200,2.3,18374.0,37,10000782.SH,0.05,2.357,2.293,0.1564089995025645,put,-0.027027027027027,0.1688410258819163,1,-0.2972972972972938
227,200,2016-12-19,2.3,19974.0,37,10000777.SH,0.04,2.357,2.293,0.1564089995025645,call,0.0114864864864867,0.1400608779375552,1,199,2.3,2541.0,37,10000755.SH,0.05,2.357,2.293,0.1564089995025645,put,-0.027027027027027,0.1688410258819163,1,-0.2972972972972938
228,200,2016-12-19,2.3,19974.0,37,10000777.SH,0.04,2.357,2.293,0.1564089995025645,call,0.0114864864864867,0.1400608779375552,1,200,2.3,18374.0,37,10000782.SH,0.05,2.357,2.293,0.1564089995025645,put,-0.027027027027027,0.1688410258819163,1,-0.2972972972972938
229,201,2016-12-20,2.25,4570.0,36,10000749.SH,0.06,2.357,2.281,0.1571017294271737,call,0.0217592592592593,0.1387242444467842,1,201,2.25,9052.0,36,10000754.SH,0.04,2.357,2.281,0.1571017294271737,put,-0.0277777777777777,0.1983434625505209,1,0.058333333333335055
230,201,2016-12-20,2.25,4570.0,36,10000749.SH,0.06,2.357,2.281,0.1571017294271737,call,0.0217592592592593,0.1387242444467842,1,202,2.25,27611.0,36,10000818.SH,0.04,2.357,2.281,0.1571017294271737,put,-0.0277777777777777,0.1983434625505209,1,0.058333333333335055
231,202,2016-12-20,2.25,12317.0,36,10000817.SH,0.06,2.357,2.281,0.1571017294271737,call,0.0217592592592593,0.1387242444467842,1,201,2.25,9052.0,36,10000754.SH,0.04,2.357,2.281,0.1571017294271737,put,-0.0277777777777777,0.1983434625505209,1,0.058333333333335055
232,202,2016-12-20,2.25,12317.0,36,10000817.SH,0.06,2.357,2.281,0.1571017294271737,call,0.0217592592592593,0.1387242444467842,1,202,2.25,27611.0,36,10000818.SH,0.04,2.357,2.281,0.1571017294271737,put,-0.0277777777777777,0.1983434625505209,1,0.058333333333335055
233,203,2016-12-21,2.3,4797.0,35,10000750.SH,0.05,2.357,2.298,0.1540357522644946,call,0.0040000000000002,0.1707605925071239,1,203,2.3,9241.0,35,10000755.SH,0.05,2.357,2.298,0.1540357522644946,put,-0.0285714285714285,0.1816641243287622,1,-0.3685714285714253
234,203,2016-12-21,2.3,4797.0,35,10000750.SH,0.05,2.357,2.298,0.1540357522644946,call,0.0040000000000002,0.1707605925071239,1,204,2.3,24713.0,35,10000782.SH,0.05,2.357,2.298,0.1540357522644946,put,-0.0285714285714285,0.1816641243287622,1,-0.3685714285714253
235,204,2016-12-21,2.3,29475.0,35,10000777.SH,0.04,2.357,2.298,0.1540357522644946,call,0.0121428571428574,0.1354874158306717,1,203,2.3,9241.0,35,10000755.SH,0.05,2.357,2.298,0.1540357522644946,put,-0.0285714285714285,0.1816641243287622,1,-0.31428571428571056
236,204,2016-12-21,2.3,29475.0,35,10000777.SH,0.04,2.357,2.298,0.1540357522644946,call,0.0121428571428574,0.1354874158306717,1,204,2.3,24713.0,35,10000782.SH,0.05,2.357,2.298,0.1540357522644946,put,-0.0285714285714285,0.1816641243287622,1,-0.31428571428571056
237,205,2016-12-22,2.3,4093.0,34,10000750.SH,0.04,2.357,2.292,0.1512771043222113,call,0.0125000000000002,0.1486532408136129,1,205,2.3,7510.0,34,10000755.SH,0.05,2.357,2.292,0.1512771043222113,put,-0.0294117647058823,0.1735425783063768,1,-0.32352941176470207
238,205,2016-12-22,2.3,4093.0,34,10000750.SH,0.04,2.357,2.292,0.1512771043222113,call,0.0125000000000002,0.1486532408136129,1,206,2.3,20684.0,34,10000782.SH,0.05,2.357,2.292,0.1512771043222113,put,-0.0294117647058823,0.1735425783063768,1,-0.32352941176470207
239,206,2016-12-22,2.3,24944.0,34,10000777.SH,0.04,2.357,2.292,0.1512771043222113,call,0.0125000000000002,0.1486532408136129,1,205,2.3,7510.0,34,10000755.SH,0.05,2.357,2.292,0.1512771043222113,put,-0.0294117647058823,0.1735425783063768,1,-0.32352941176470207
240,206,2016-12-22,2.3,24944.0,34,10000777.SH,0.04,2.357,2.292,0.1512771043222113,call,0.0125000000000002,0.1486532408136129,1,206,2.3,20684.0,34,10000782.SH,0.05,2.357,2.292,0.1512771043222113,put,-0.0294117647058823,0.1735425783063768,1,-0.32352941176470207
241,207,2016-12-23,2.25,2247.0,33,10000749.SH,0.06,2.357,2.279,0.1512384182123565,call,0.0237373737373738,0.1509818739113808,1,207,2.25,4438.0,33,10000754.SH,0.04,2.357,2.279,0.1512384182123565,put,-0.0303030303030303,0.2035301965408623,1,0.0636363636363655
242,207,2016-12-23,2.25,2247.0,33,10000749.SH,0.06,2.357,2.279,0.1512384182123565,call,0.0237373737373738,0.1509818739113808,1,208,2.25,12235.0,33,10000818.SH,0.04,2.357,2.279,0.1512384182123565,put,-0.0303030303030303,0.2035301965408623,1,0.0636363636363655
243,208,2016-12-23,2.25,8689.0,33,10000817.SH,0.06,2.357,2.279,0.1512384182123565,call,0.0237373737373738,0.1509818739113808,1,207,2.25,4438.0,33,10000754.SH,0.04,2.357,2.279,0.1512384182123565,put,-0.0303030303030303,0.2035301965408623,1,0.0636363636363655
244,208,2016-12-23,2.25,8689.0,33,10000817.SH,0.06,2.357,2.279,0.1512384182123565,call,0.0237373737373738,0.1509818739113808,1,208,2.25,12235.0,33,10000818.SH,0.04,2.357,2.279,0.1512384182123565,put,-0.0303030303030303,0.2035301965408623,1,0.0636363636363655
245,209,2016-12-26,2.3,8656.0,30,10000750.SH,0.04,2.357,2.298,0.1537869861526153,call,0.0141666666666669,0.1477349721153378,1,209,2.3,7250.0,30,10000755.SH,0.05,2.357,2.298,0.1537869861526153,put,-0.0333333333333333,0.1948281611732542,1,-0.36666666666666237
246,209,2016-12-26,2.3,8656.0,30,10000750.SH,0.04,2.357,2.298,0.1537869861526153,call,0.0141666666666669,0.1477349721153378,1,210,2.3,26201.0,30,10000782.SH,0.05,2.357,2.298,0.1537869861526153,put,-0.0333333333333333,0.1948281611732542,1,-0.36666666666666237
247,210,2016-12-26,2.3,42278.0,30,10000777.SH,0.04,2.357,2.298,0.1537869861526153,call,0.0141666666666669,0.1477349721153378,1,209,2.3,7250.0,30,10000755.SH,0.05,2.357,2.298,0.1537869861526153,put,-0.0333333333333333,0.1948281611732542,1,-0.36666666666666237
248,210,2016-12-26,2.3,42278.0,30,10000777.SH,0.04,2.357,2.298,0.1537869861526153,call,0.0141666666666669,0.1477349721153378,1,210,2.3,26201.0,30,10000782.SH,0.05,2.357,2.298,0.1537869861526153,put,-0.0333333333333333,0.1948281611732542,1,-0.36666666666666237
249,211,2016-12-27,2.3,4286.0,29,10000750.SH,0.04,2.357,2.289,0.1478000758182642,call,0.0146551724137934,0.1680106739907265,1,211,2.3,3162.0,29,10000755.SH,0.05,2.357,2.289,0.1478000758182642,put,-0.0344827586206896,0.1805254377643167,1,-0.3793103448275818
250,211,2016-12-27,2.3,4286.0,29,10000750.SH,0.04,2.357,2.289,0.1478000758182642,call,0.0146551724137934,0.1680106739907265,1,212,2.3,25770.0,29,10000782.SH,0.05,2.357,2.289,0.1478000758182642,put,-0.0344827586206896,0.1805254377643167,1,-0.3793103448275818
251,212,2016-12-27,2.3,44154.0,29,10000777.SH,0.04,2.357,2.289,0.1478000758182642,call,0.0146551724137934,0.1680106739907265,1,211,2.3,3162.0,29,10000755.SH,0.05,2.357,2.289,0.1478000758182642,put,-0.0344827586206896,0.1805254377643167,1,-0.3793103448275818
252,212,2016-12-27,2.3,44154.0,29,10000777.SH,0.04,2.357,2.289,0.1478000758182642,call,0.0146551724137934,0.1680106739907265,1,212,2.3,25770.0,29,10000782.SH,0.05,2.357,2.289,0.1478000758182642,put,-0.0344827586206896,0.1805254377643167,1,-0.3793103448275818
253,213,2016-12-28,2.3,4543.0,28,10000750.SH,0.03,2.357,2.278,0.1466002951858659,call,0.0321428571428576,0.1515654030919671,1,213,2.3,6125.0,28,10000755.SH,0.06,2.357,2.278,0.1466002951858659,put,-0.0357142857142857,0.1999954640591144,1,-0.39285714285713824
254,213,2016-12-28,2.3,4543.0,28,10000750.SH,0.03,2.357,2.278,0.1466002951858659,call,0.0321428571428576,0.1515654030919671,1,214,2.3,38409.0,28,10000782.SH,0.06,2.357,2.278,0.1466002951858659,put,-0.0357142857142857,0.1999954640591144,1,-0.39285714285713824
255,214,2016-12-28,2.3,47435.0,28,10000777.SH,0.03,2.357,2.278,0.1466002951858659,call,0.0321428571428576,0.1515654030919671,1,213,2.3,6125.0,28,10000755.SH,0.06,2.357,2.278,0.1466002951858659,put,-0.0357142857142857,0.1999954640591144,1,-0.39285714285713824
256,214,2016-12-28,2.3,47435.0,28,10000777.SH,0.03,2.357,2.278,0.1466002951858659,call,0.0321428571428576,0.1515654030919671,1,214,2.3,38409.0,28,10000782.SH,0.06,2.357,2.278,0.1466002951858659,put,-0.0357142857142857,0.1999954640591144,1,-0.39285714285713824
257,215,2016-12-29,2.3,5580.0,27,10000750.SH,0.03,2.357,2.278,0.1314718714287426,call,0.0333333333333338,0.1545956421125829,1,215,2.3,4958.0,27,10000755.SH,0.05,2.357,2.278,0.1314718714287426,put,-0.037037037037037,0.1625006445687711,1,-0.31944444444443915
258,215,2016-12-29,2.3,5580.0,27,10000750.SH,0.03,2.357,2.278,0.1314718714287426,call,0.0333333333333338,0.1545956421125829,1,216,2.3,33623.0,27,10000782.SH,0.05,2.357,2.278,0.1314718714287426,put,-0.037037037037037,0.1625006445687711,1,-0.31944444444443915
259,216,2016-12-29,2.3,48858.0,27,10000777.SH,0.03,2.357,2.278,0.1314718714287426,call,0.0333333333333338,0.1545956421125829,1,215,2.3,4958.0,27,10000755.SH,0.05,2.357,2.278,0.1314718714287426,put,-0.037037037037037,0.1625006445687711,1,-0.31944444444443915
260,216,2016-12-29,2.3,48858.0,27,10000777.SH,0.03,2.357,2.278,0.1314718714287426,call,0.0333333333333338,0.1545956421125829,1,216,2.3,33623.0,27,10000782.SH,0.05,2.357,2.278,0.1314718714287426,put,-0.037037037037037,0.1625006445687711,1,-0.31944444444443915
261,217,2016-12-30,2.3,4391.0,26,10000750.SH,0.04,2.357,2.287,0.1305267302932804,call,0.0163461538461542,0.1822164206911027,1,217,2.3,5333.0,26,10000755.SH,0.05,2.357,2.287,0.1305267302932804,put,-0.0384615384615384,0.1854377521073222,1,-0.4230769230769181
262,217,2016-12-30,2.3,4391.0,26,10000750.SH,0.04,2.357,2.287,0.1305267302932804,call,0.0163461538461542,0.1822164206911027,1,218,2.3,26520.0,26,10000782.SH,0.05,2.357,2.287,0.1305267302932804,put,-0.0384615384615384,0.1854377521073222,1,-0.4230769230769181
263,218,2016-12-30,2.3,43656.0,26,10000777.SH,0.04,2.357,2.287,0.1305267302932804,call,0.0163461538461542,0.1822164206911027,1,217,2.3,5333.0,26,10000755.SH,0.05,2.357,2.287,0.1305267302932804,put,-0.0384615384615384,0.1854377521073222,1,-0.4230769230769181
264,218,2016-12-30,2.3,43656.0,26,10000777.SH,0.04,2.357,2.287,0.1305267302932804,call,0.0163461538461542,0.1822164206911027,1,218,2.3,26520.0,26,10000782.SH,0.05,2.357,2.287,0.1305267302932804,put,-0.0384615384615384,0.1854377521073222,1,-0.4230769230769181
265,219,2017-01-03,2.3,6893.0,50,10000833.SH,0.06,2.396,2.307,0.1331254682828988,call,0.012,0.1547894763204753,1,219,2.3,4523.0,50,10000838.SH,0.05,2.396,2.307,0.1331254682828988,put,-0.02,0.1674368007577657,1,-0.07636363636363593
266,220,2017-01-04,2.3,6298.0,49,10000833.SH,0.06,2.396,2.325,0.1363659900311338,call,0.0122448979591837,0.1244492967884242,1,220,2.3,4388.0,49,10000838.SH,0.04,2.396,2.325,0.1363659900311338,put,-0.0204081632653061,0.161697591591239,1,-0.024489795918366825
267,221,2017-01-05,2.3,5183.0,48,10000833.SH,0.06,2.396,2.322,0.1236617798583406,call,0.0125,0.1318175596867799,1,221,2.3,4758.0,48,10000838.SH,0.04,2.396,2.322,0.1236617798583406,put,-0.0208333333333333,0.1595037841325402,1,-0.024999999999999467
268,222,2017-01-06,2.3,3954.0,47,10000833.SH,0.05,2.396,2.314,0.1238910518884547,call,0.0195744680851064,0.117343234591335,1,222,2.3,4164.0,47,10000838.SH,0.04,2.396,2.314,0.1238910518884547,put,-0.0212765957446808,0.1508015699510872,1,0.0425531914893624
269,223,2017-01-09,2.3,6626.0,44,10000833.SH,0.06,2.396,2.319,0.1236124594557529,call,0.0136363636363636,0.1446200349368452,1,223,2.3,6322.0,44,10000838.SH,0.04,2.396,2.319,0.1236124594557529,put,-0.0227272727272727,0.1618928563098907,1,-0.02727272727272669
270,224,2017-01-10,2.3,7817.0,43,10000833.SH,0.05,2.396,2.313,0.1231799823574621,call,0.0213953488372093,0.1256644560738801,1,224,2.3,8483.0,43,10000838.SH,0.04,2.396,2.313,0.1231799823574621,put,-0.0232558139534883,0.1554605646804571,1,0.04651162790697751
271,225,2017-01-11,2.3,6778.0,42,10000833.SH,0.04,2.396,2.303,0.1112674378033126,call,0.0333333333333333,0.1133634940541983,1,225,2.3,8077.0,42,10000838.SH,0.04,2.396,2.303,0.1112674378033126,put,-0.0238095238095238,0.1427765834049582,1,0.14285714285714363
272,226,2017-01-12,2.3,9808.0,41,10000833.SH,0.04,2.396,2.296,0.1065517736139948,call,0.0341463414634146,0.1271378821560144,1,226,2.3,10986.0,41,10000838.SH,0.04,2.396,2.296,0.1065517736139948,put,-0.024390243902439,0.1335372124333679,1,0.14634146341463491
273,227,2017-01-13,2.3,18829.0,40,10000833.SH,0.04,2.396,2.31,0.1084219272750081,call,0.035,0.1034836118901074,1,227,2.3,16835.0,40,10000838.SH,0.04,2.396,2.31,0.1084219272750081,put,-0.025,0.1562204043121338,1,0.1500000000000008
274,228,2017-01-16,2.3,34986.0,37,10000833.SH,0.05,2.396,2.339,0.117006818287717,call,0.0248648648648649,0.0701826923184991,1,228,2.3,29582.0,37,10000838.SH,0.03,2.396,2.339,0.117006818287717,put,-0.027027027027027,0.1666305291310251,1,0.16216216216216303
275,229,2017-01-17,2.35,15232.0,36,10000834.SH,0.03,2.396,2.329,0.0891783604990136,call,0.0148148148148146,0.1274207656586766,1,229,2.35,12183.0,36,10000839.SH,0.05,2.396,2.329,0.0891783604990136,put,-0.0277777777777777,0.1424702752886116,1,-0.3541666666666686
276,230,2017-01-18,2.35,34154.0,35,10000834.SH,0.03,2.396,2.344,0.0905229389756252,call,0.015238095238095,0.104960554644525,1,230,2.35,24952.0,35,10000839.SH,0.04,2.396,2.344,0.0905229389756252,put,-0.0285714285714285,0.1367397683958708,1,-0.2938775510204104
277,231,2017-01-19,2.35,33362.0,34,10000834.SH,0.03,2.396,2.334,0.0910156603228334,call,0.0156862745098037,0.1235896194266676,1,231,2.35,20364.0,34,10000839.SH,0.04,2.396,2.334,0.0910156603228334,put,-0.0294117647058823,0.1202396612513363,1,-0.3025210084033637
278,232,2017-01-20,2.35,29423.0,33,10000834.SH,0.03,2.396,2.349,0.0902583395369205,call,0.0161616161616159,0.0994710888147354,1,232,2.35,18450.0,33,10000839.SH,0.03,2.396,2.349,0.0902583395369205,put,-0.0303030303030303,0.1133616463111341,1,-0.2121212121212148
279,233,2017-01-23,2.35,44819.0,30,10000834.SH,0.03,2.396,2.3480000000000003,0.0877787529826727,call,0.0177777777777775,0.1071305202572345,1,233,2.35,23731.0,30,10000839.SH,0.03,2.396,2.3480000000000003,0.0877787529826727,put,-0.0333333333333333,0.1162998558062315,1,-0.23333333333333628
280,234,2017-01-24,2.35,31129.0,29,10000834.SH,0.03,2.396,2.354,0.0869791474357115,call,0.0183908045977009,0.0969989278041124,1,234,2.35,17732.0,29,10000839.SH,0.03,2.396,2.354,0.0869791474357115,put,-0.0344827586206896,0.1286541043516992,1,-0.24137931034483065
281,235,2017-01-25,2.35,33770.0,28,10000834.SH,0.03,2.396,2.357,0.0834712383249164,call,0.0190476190476188,0.0924010278050899,1,235,2.35,27561.0,28,10000839.SH,0.02,2.396,2.357,0.0834712383249164,put,-0.0357142857142857,0.0969494559736847,1,-0.0857142857142896
282,236,2017-01-26,2.35,42882.0,27,10000834.SH,0.04,2.396,2.366,0.0804267599038211,call,0.0055555555555553,0.1130452054102421,1,236,2.35,43866.0,27,10000839.SH,0.02,2.396,2.366,0.0804267599038211,put,-0.037037037037037,0.1131017105852365,1,-0.2592592592592625
283,237,2017-02-03,2.35,4468.0,47,10000695.SH,0.04,2.336,2.342,0.0878015486894393,call,-0.0212765957446808,0.1207997062136232,1,237,2.35,4320.0,47,10000697.SH,0.04,2.336,2.342,0.0878015486894393,put,-0.0138297872340424,0.1177654736838042,1,-0.5265957446808492
284,237,2017-02-03,2.35,4468.0,47,10000695.SH,0.04,2.336,2.342,0.0878015486894393,call,-0.0212765957446808,0.1207997062136232,1,238,2.35,12900.0,47,10000793.SH,0.04,2.336,2.342,0.0878015486894393,put,-0.0138297872340424,0.1177654736838042,1,-0.5265957446808492
285,238,2017-02-03,2.35,13152.0,47,10000788.SH,0.04,2.336,2.342,0.0878015486894393,call,-0.0212765957446808,0.1207997062136232,1,237,2.35,4320.0,47,10000697.SH,0.04,2.336,2.342,0.0878015486894393,put,-0.0138297872340424,0.1177654736838042,1,-0.5265957446808492
286,238,2017-02-03,2.35,13152.0,47,10000788.SH,0.04,2.336,2.342,0.0878015486894393,call,-0.0212765957446808,0.1207997062136232,1,238,2.35,12900.0,47,10000793.SH,0.04,2.336,2.342,0.0878015486894393,put,-0.0138297872340424,0.1177654736838042,1,-0.5265957446808492
287,239,2017-02-06,2.35,3489.0,44,10000695.SH,0.04,2.336,2.343,0.08536325892515,call,-0.0227272727272727,0.1239613734102547,1,239,2.35,4495.0,44,10000697.SH,0.04,2.336,2.343,0.08536325892515,put,-0.0147727272727271,0.1225365846939385,1,-0.562499999999998
288,239,2017-02-06,2.35,3489.0,44,10000695.SH,0.04,2.336,2.343,0.08536325892515,call,-0.0227272727272727,0.1239613734102547,1,240,2.35,14622.0,44,10000793.SH,0.04,2.336,2.343,0.08536325892515,put,-0.0147727272727271,0.1225365846939385,1,-0.562499999999998
289,240,2017-02-06,2.35,17598.0,44,10000788.SH,0.04,2.336,2.343,0.08536325892515,call,-0.0227272727272727,0.1239613734102547,1,239,2.35,4495.0,44,10000697.SH,0.04,2.336,2.343,0.08536325892515,put,-0.0147727272727271,0.1225365846939385,1,-0.562499999999998
290,240,2017-02-06,2.35,17598.0,44,10000788.SH,0.04,2.336,2.343,0.08536325892515,call,-0.0227272727272727,0.1239613734102547,1,240,2.35,14622.0,44,10000793.SH,0.04,2.336,2.343,0.08536325892515,put,-0.0147727272727271,0.1225365846939385,1,-0.562499999999998
291,241,2017-02-07,2.35,4948.0,43,10000695.SH,0.03,2.336,2.335,0.0867517070890332,call,-0.0232558139534883,0.1065637995780706,1,241,2.35,3635.0,43,10000697.SH,0.04,2.336,2.335,0.0867517070890332,put,-0.0151162790697673,0.110922923489511,1,-0.5581395348837187
292,241,2017-02-07,2.35,4948.0,43,10000695.SH,0.03,2.336,2.335,0.0867517070890332,call,-0.0232558139534883,0.1065637995780706,1,242,2.35,10842.0,43,10000793.SH,0.04,2.336,2.335,0.0867517070890332,put,-0.0151162790697673,0.110922923489511,1,-0.5581395348837187
293,242,2017-02-07,2.35,16005.0,43,10000788.SH,0.03,2.336,2.335,0.0867517070890332,call,-0.0232558139534883,0.1065637995780706,1,241,2.35,3635.0,43,10000697.SH,0.04,2.336,2.335,0.0867517070890332,put,-0.0151162790697673,0.110922923489511,1,-0.5581395348837187
294,242,2017-02-07,2.35,16005.0,43,10000788.SH,0.03,2.336,2.335,0.0867517070890332,call,-0.0232558139534883,0.1065637995780706,1,242,2.35,10842.0,43,10000793.SH,0.04,2.336,2.335,0.0867517070890332,put,-0.0151162790697673,0.110922923489511,1,-0.5581395348837187
295,243,2017-02-08,2.35,9487.0,42,10000695.SH,0.04,2.336,2.3480000000000003,0.0875465248125442,call,-0.0238095238095238,0.1192083822030723,1,243,2.35,4179.0,42,10000697.SH,0.04,2.336,2.3480000000000003,0.0875465248125442,put,-0.0154761904761903,0.1325821080830395,1,-0.5892857142857122
296,243,2017-02-08,2.35,9487.0,42,10000695.SH,0.04,2.336,2.3480000000000003,0.0875465248125442,call,-0.0238095238095238,0.1192083822030723,1,244,2.35,17450.0,42,10000793.SH,0.04,2.336,2.3480000000000003,0.0875465248125442,put,-0.0154761904761903,0.1325821080830395,1,-0.5892857142857122
297,244,2017-02-08,2.35,28261.0,42,10000788.SH,0.04,2.336,2.3480000000000003,0.0875465248125442,call,-0.0238095238095238,0.1192083822030723,1,243,2.35,4179.0,42,10000697.SH,0.04,2.336,2.3480000000000003,0.0875465248125442,put,-0.0154761904761903,0.1325821080830395,1,-0.5892857142857122
298,244,2017-02-08,2.35,28261.0,42,10000788.SH,0.04,2.336,2.3480000000000003,0.0875465248125442,call,-0.0238095238095238,0.1192083822030723,1,244,2.35,17450.0,42,10000793.SH,0.04,2.336,2.3480000000000003,0.0875465248125442,put,-0.0154761904761903,0.1325821080830395,1,-0.5892857142857122
299,245,2017-02-09,2.35,5267.0,41,10000695.SH,0.04,2.336,2.354,0.0835995176163915,call,-0.024390243902439,0.1105559974797368,1,245,2.35,4988.0,41,10000697.SH,0.03,2.336,2.354,0.0835995176163915,put,-0.0130081300813006,0.1108525304392278,1,-0.5853658536585342
