,交易日期,行权价_call,成交量(手)_call,到期剩余天数_call,期权代码_call,收盘价_call,到期ETF收盘价_call,现期ETF收盘价_call,monthly_RV_call,option_type_call,期权收益率_call,IV_call,在值程度_call,行权价_put,成交量(手)_put,到期剩余天数_put,期权代码_put,收盘价_put,到期ETF收盘价_put,现期ETF收盘价_put,monthly_RV_put,option_type_put,期权收益率_put,IV_put,在值程度_put,Return
92,2017-11-08,3.0,27297.0,49,10001045.SH,0.0092,2.834,2.874,0.086837053419283,call,-0.0204081632653061,0.1066127945715785,1.04,2.75,9137.0,49,10000960.SH,0.0053,2.834,2.874,0.086837053419283,put,-0.0204081632653061,0.1027415940383076,0.96,-0.6122448979591837
93,2017-11-22,3.2,165037.0,35,10001061.SH,0.02,2.834,3.067,0.1182398018656788,call,-0.0285714285714285,0.1662514437797964,1.04,2.95,72405.0,35,10001038.SH,0.0143,2.834,3.067,0.1182398018656788,put,0.2031968031968034,0.1495941592655778,0.96,2.0416493127863418
94,2017-12-06,3.0,9966.0,49,10001099.SH,0.03,3.172,2.8710000000000004,0.174136576668338,call,0.0965986394557824,0.1755301537972688,1.04,2.75,11529.0,49,10001128.SH,0.02,3.172,2.8710000000000004,0.174136576668338,put,-0.0204081632653061,0.1593110228077173,0.96,1.49387755102041
95,2017-12-14,2.95,4175.0,41,10001074.SH,0.03,3.172,2.85,0.1890041359536732,call,0.1560975609756097,0.1709316577520966,1.04,2.75,10912.0,41,10001128.SH,0.02,3.172,2.85,0.1890041359536732,put,-0.024390243902439,0.1568852937921583,0.96,2.517073170731707
96,2017-12-14,2.95,9345.0,41,10001098.SH,0.03,3.172,2.85,0.1890041359536732,call,0.1560975609756097,0.1709316577520966,1.04,2.75,10912.0,41,10001128.SH,0.02,3.172,2.85,0.1890041359536732,put,-0.024390243902439,0.1568852937921583,0.96,2.517073170731707
97,2017-12-20,3.0,17402.0,35,10001099.SH,0.02,3.172,2.8760000000000003,0.1839720889307971,call,0.2171428571428573,0.1703083126887083,1.04,2.75,13803.0,35,10001128.SH,0.0113,3.172,2.8760000000000003,0.1839720889307971,put,-0.0285714285714285,0.1532385046342611,0.96,3.853035143769972
98,2017-12-22,3.0,24460.0,33,10001099.SH,0.02,3.172,2.878,0.1728970926287164,call,0.2303030303030305,0.1739439557836055,1.04,2.75,6536.0,33,10001128.SH,0.0066,3.172,2.878,0.1728970926287164,put,-0.0303030303030303,0.1339794190718531,0.96,4.969241285030764
99,2017-12-25,3.0,31973.0,30,10001099.SH,0.02,3.172,2.8760000000000003,0.1523908525516514,call,0.2533333333333336,0.1847679750488698,1.04,2.75,14150.0,30,10001128.SH,0.0069,3.172,2.8760000000000003,0.1523908525516514,put,-0.0333333333333333,0.1405242442143559,0.96,5.394052044609671
100,2018-01-09,3.1,10901.0,50,10001158.SH,0.02,2.8710000000000004,2.97,0.1517894721068703,call,-0.02,0.1398963692002296,1.04,2.85,8894.0,50,10001148.SH,0.0139,2.8710000000000004,2.97,0.1517894721068703,put,-0.02,0.1315873666637539,0.96,-0.6
101,2018-01-16,3.2,26732.0,43,10001173.SH,0.03,2.8710000000000004,3.064,0.1294525360229501,call,-0.0232558139534883,0.1812500510685443,1.04,2.95,15921.0,43,10001150.SH,0.02,2.8710000000000004,3.064,0.1294525360229501,put,0.0686046511627904,0.1535316997353136,0.96,0.404651162790694
102,2018-01-17,3.2,57762.0,42,10001173.SH,0.03,2.8710000000000004,3.071,0.117696820739277,call,-0.0238095238095238,0.1780563761936723,1.04,2.95,30854.0,42,10001150.SH,0.02,2.8710000000000004,3.071,0.117696820739277,put,0.0702380952380949,0.1601088901837468,0.96,0.41428571428571054
103,2018-01-30,3.2,122754.0,29,10001173.SH,0.02,2.8710000000000004,3.075,0.1279826411839863,call,-0.0344827586206896,0.1766622242494523,1.04,2.95,29523.0,29,10001150.SH,0.0091,2.8710000000000004,3.075,0.1279826411839863,put,0.2648730579765052,0.1448863483565449,0.96,1.773906861002479
104,2018-02-06,3.24,9740.0,50,10001069.SH,0.05,2.688,3.11,0.1535156587031496,call,-0.02,0.2105612165277004,1.04,3.0,22655.0,50,10001114.SH,0.05,2.688,3.11,0.1535156587031496,put,0.1047999999999999,0.2186077799444497,0.96,1.271999999999999
105,2018-02-07,3.14,18899.0,49,10001063.SH,0.07,2.688,3.023,0.185875290081082,call,-0.0204081632653061,0.2576595911871195,1.04,2.9,7892.0,49,10001040.SH,0.04,2.688,3.023,0.185875290081082,put,0.0877551020408161,0.2110881213240624,0.96,0.5677179962894232
106,2018-02-07,3.14,18899.0,49,10001063.SH,0.07,2.688,3.023,0.185875290081082,call,-0.0204081632653061,0.2576595911871195,1.04,2.9,20673.0,49,10001112.SH,0.04,2.688,3.023,0.185875290081082,put,0.0877551020408161,0.2110881213240624,0.96,0.5677179962894232
107,2018-02-12,2.9,1936.0,44,10001039.SH,0.07,2.688,2.8,0.2594619894587026,call,-0.0227272727272727,0.2789307497371733,1.04,2.7,3556.0,44,10000977.SH,0.07,2.688,2.8,0.2594619894587026,put,-0.0188311688311688,0.3048932087179124,0.96,-0.6233766233766234
108,2018-02-12,2.9,1936.0,44,10001039.SH,0.07,2.688,2.8,0.2594619894587026,call,-0.0227272727272727,0.2789307497371733,1.04,2.7,8664.0,44,10001138.SH,0.07,2.688,2.8,0.2594619894587026,put,-0.0188311688311688,0.3048932087179124,0.96,-0.6233766233766234
109,2018-02-12,2.9,15533.0,44,10001107.SH,0.07,2.688,2.8,0.2594619894587026,call,-0.0227272727272727,0.2789307497371733,1.04,2.7,3556.0,44,10000977.SH,0.07,2.688,2.8,0.2594619894587026,put,-0.0188311688311688,0.3048932087179124,0.96,-0.6233766233766234
110,2018-02-12,2.9,15533.0,44,10001107.SH,0.07,2.688,2.8,0.2594619894587026,call,-0.0227272727272727,0.2789307497371733,1.04,2.7,8664.0,44,10001138.SH,0.07,2.688,2.8,0.2594619894587026,put,-0.0188311688311688,0.3048932087179124,0.96,-0.6233766233766234
111,2018-02-22,3.04,4124.0,34,10001055.SH,0.04,2.688,2.925,0.2740305334353771,call,-0.0294117647058823,0.2295145304152965,1.04,2.8,1861.0,34,10000986.SH,0.04,2.688,2.925,0.2740305334353771,put,0.0529411764705879,0.2611366860061884,0.96,0.35294117647058443
112,2018-02-22,3.04,4124.0,34,10001055.SH,0.04,2.688,2.925,0.2740305334353771,call,-0.0294117647058823,0.2295145304152965,1.04,2.8,15585.0,34,10001110.SH,0.04,2.688,2.925,0.2740305334353771,put,0.0529411764705879,0.2611366860061884,0.96,0.35294117647058443
113,2018-02-27,3.04,7794.0,29,10001055.SH,0.03,2.688,2.92,0.2766997303427126,call,-0.0344827586206896,0.219512160767436,1.04,2.8,4515.0,29,10000986.SH,0.03,2.688,2.92,0.2766997303427126,put,0.0942528735632179,0.2394465070128739,0.96,0.8965517241379252
114,2018-02-27,3.04,7794.0,29,10001055.SH,0.03,2.688,2.92,0.2766997303427126,call,-0.0344827586206896,0.219512160767436,1.04,2.8,13149.0,29,10001110.SH,0.03,2.688,2.92,0.2766997303427126,put,0.0942528735632179,0.2394465070128739,0.96,0.8965517241379252
115,2018-02-28,3.0,42377.0,28,10001109.SH,0.03,2.688,2.8710000000000004,0.2790687210619682,call,-0.0357142857142857,0.2359853266260027,1.04,2.75,2784.0,28,10000978.SH,0.03,2.688,2.8710000000000004,0.2790687210619682,put,0.0380952380952379,0.2487270051687956,0.96,0.03571428571428273
116,2018-02-28,3.0,42377.0,28,10001109.SH,0.03,2.688,2.8710000000000004,0.2790687210619682,call,-0.0357142857142857,0.2359853266260027,1.04,2.75,21405.0,28,10001130.SH,0.03,2.688,2.8710000000000004,0.2790687210619682,put,0.0380952380952379,0.2487270051687956,0.96,0.03571428571428273
117,2018-03-07,3.0,4665.0,49,10001254.SH,0.04,2.693,2.8710000000000004,0.2725970884357428,call,-0.0204081632653061,0.2033320708006918,1.04,2.75,3051.0,49,10001258.SH,0.04,2.693,2.8710000000000004,0.2725970884357428,put,0.008673469387755,0.2204315023487806,0.96,-0.17602040816326578
118,2018-03-13,3.0,4656.0,43,10001254.SH,0.04,2.693,2.873,0.2671344126284674,call,-0.0232558139534883,0.2162080385410189,1.04,2.75,5147.0,43,10001258.SH,0.04,2.693,2.873,0.2671344126284674,put,0.0098837209302325,0.2360146520965695,0.96,-0.20058139534883773
119,2018-04-16,2.75,13107.0,37,10001288.SH,0.05,2.672,2.655,0.1965053530666866,call,-0.027027027027027,0.2544919039243757,1.04,2.55,9880.0,37,10001293.SH,0.05,2.672,2.655,0.1965053530666866,put,-0.027027027027027,0.2890495271980762,0.96,-0.8108108108108109
120,2018-04-18,2.75,17611.0,35,10001288.SH,0.04,2.672,2.643,0.1959621416926386,call,-0.0285714285714285,0.2423356619098485,1.04,2.55,13511.0,35,10001293.SH,0.04,2.672,2.643,0.1959621416926386,put,-0.0285714285714285,0.2491809539164305,0.96,-0.8571428571428571
121,2018-04-26,2.75,70013.0,27,10001288.SH,0.03,2.672,2.655,0.2092490973679377,call,-0.037037037037037,0.2235690892809629,1.04,2.55,32776.0,27,10001293.SH,0.02,2.672,2.655,0.2092490973679377,put,-0.037037037037037,0.2103111155632734,0.96,-1.1111111111111112
122,2018-05-16,2.8,2354.0,42,10001028.SH,0.04,2.465,2.705,0.1845355387441087,call,-0.0238095238095238,0.2040432134619355,1.04,2.6,11081.0,42,10001240.SH,0.03,2.465,2.705,0.1845355387441087,put,0.0833333333333335,0.2027302430033087,0.96,0.6632653061224513
123,2018-05-16,2.8,16322.0,42,10001115.SH,0.04,2.465,2.705,0.1845355387441087,call,-0.0238095238095238,0.2040432134619355,1.04,2.6,11081.0,42,10001240.SH,0.03,2.465,2.705,0.1845355387441087,put,0.0833333333333335,0.2027302430033087,0.96,0.6632653061224513
124,2018-05-24,2.75,7641.0,34,10001027.SH,0.03,2.465,2.655,0.1684137872353798,call,-0.0294117647058823,0.1980184981896877,1.04,2.55,28536.0,34,10001274.SH,0.0146,2.465,2.655,0.1684137872353798,put,0.1418211120064463,0.1652391786037088,0.96,0.7992614085993133
125,2018-05-24,2.75,52425.0,34,10001131.SH,0.03,2.465,2.655,0.1684137872353798,call,-0.0294117647058823,0.1980184981896877,1.04,2.55,28536.0,34,10001274.SH,0.0146,2.465,2.655,0.1684137872353798,put,0.1418211120064463,0.1652391786037088,0.96,0.7992614085993133
126,2018-05-25,2.75,6716.0,33,10001027.SH,0.02,2.465,2.654,0.1662344796515343,call,-0.0303030303030303,0.1650751467033028,1.04,2.55,22942.0,33,10001274.SH,0.0145,2.465,2.654,0.1662344796515343,put,0.147335423197492,0.1662318338614702,0.96,1.3306982872200253
127,2018-05-25,2.75,57937.0,33,10001131.SH,0.02,2.465,2.654,0.1662344796515343,call,-0.0303030303030303,0.1650751467033028,1.04,2.55,22942.0,33,10001274.SH,0.0145,2.465,2.654,0.1662344796515343,put,0.147335423197492,0.1662318338614702,0.96,1.3306982872200253
128,2018-05-29,2.75,6348.0,29,10001027.SH,0.02,2.465,2.655,0.1453937637225745,call,-0.0344827586206896,0.1757211269836425,1.04,2.55,34966.0,29,10001274.SH,0.0136,2.465,2.655,0.1453937637225745,put,0.1810344827586206,0.1731841161519288,0.96,1.582512315270935
129,2018-05-29,2.75,47596.0,29,10001131.SH,0.02,2.465,2.655,0.1453937637225745,call,-0.0344827586206896,0.1757211269836425,1.04,2.55,34966.0,29,10001274.SH,0.0136,2.465,2.655,0.1453937637225745,put,0.1810344827586206,0.1731841161519288,0.96,1.582512315270935
130,2018-05-30,2.7,13240.0,28,10001026.SH,0.03,2.465,2.6010000000000004,0.1538267747081988,call,-0.0357142857142857,0.2283751882000863,1.04,2.5,51245.0,28,10001280.SH,0.02,2.465,2.6010000000000004,0.1538267747081988,put,0.0267857142857145,0.206498685180366,0.96,-0.3214285714285684
131,2018-05-30,2.7,73166.0,28,10001139.SH,0.03,2.465,2.6010000000000004,0.1538267747081988,call,-0.0357142857142857,0.2283751882000863,1.04,2.5,51245.0,28,10001280.SH,0.02,2.465,2.6010000000000004,0.1538267747081988,put,0.0267857142857145,0.206498685180366,0.96,-0.3214285714285684
132,2018-05-31,2.75,10432.0,27,10001027.SH,0.02,2.465,2.651,0.1671773315266529,call,-0.037037037037037,0.1868847137404084,1.04,2.55,42945.0,27,10001274.SH,0.02,2.465,2.651,0.1671773315266529,put,0.1203703703703703,0.2061576275734901,0.96,1.2499999999999991
133,2018-05-31,2.75,49628.0,27,10001131.SH,0.02,2.465,2.651,0.1671773315266529,call,-0.037037037037037,0.1868847137404084,1.04,2.55,42945.0,27,10001274.SH,0.02,2.465,2.651,0.1671773315266529,put,0.1203703703703703,0.2061576275734901,0.96,1.2499999999999991
134,2018-06-01,2.75,6952.0,26,10001027.SH,0.02,2.465,2.643,0.1674395782905211,call,-0.0384615384615384,0.1995309652946293,1.04,2.55,39608.0,26,10001274.SH,0.02,2.465,2.643,0.1674395782905211,put,0.1249999999999999,0.2013167791638374,0.96,1.298076923076922
135,2018-06-01,2.75,35473.0,26,10001131.SH,0.02,2.465,2.643,0.1674395782905211,call,-0.0384615384615384,0.1995309652946293,1.04,2.55,39608.0,26,10001274.SH,0.02,2.465,2.643,0.1674395782905211,put,0.1249999999999999,0.2013167791638374,0.96,1.298076923076922
136,2018-06-05,2.8,3619.0,50,10001342.SH,0.04,2.609,2.696,0.1738867046632904,call,-0.02,0.1940385490363985,1.04,2.6,5715.0,50,10001347.SH,0.03,2.609,2.696,0.1738867046632904,put,-0.02,0.1797093909807204,0.96,-0.6
137,2018-06-08,2.75,7645.0,47,10001341.SH,0.04,2.609,2.652,0.1676787912978495,call,-0.0212765957446808,0.1986981696142256,1.04,2.55,7243.0,47,10001346.SH,0.03,2.609,2.652,0.1676787912978495,put,-0.0212765957446808,0.1934269758844673,0.96,-0.6382978723404256
138,2018-06-21,2.7,35959.0,34,10001340.SH,0.02,2.609,2.592,0.1710638094243831,call,-0.0294117647058823,0.1775928907076417,1.04,2.5,13738.0,34,10001345.SH,0.03,2.609,2.592,0.1710638094243831,put,-0.0294117647058823,0.2192123495541215,0.96,-0.8823529411764706
139,2018-06-22,2.7,26896.0,33,10001340.SH,0.03,2.609,2.5980000000000003,0.1710106818246442,call,-0.0303030303030303,0.2127874488969445,1.04,2.5,21142.0,33,10001345.SH,0.02,2.609,2.5980000000000003,0.1710106818246442,put,-0.0303030303030303,0.1881415366517305,0.96,-0.9090909090909091
140,2018-06-25,2.65,48131.0,30,10001339.SH,0.03,2.609,2.548,0.17404530482813,call,-0.0333333333333333,0.2281313457202315,1.04,2.45,19967.0,30,10001344.SH,0.02,2.609,2.548,0.17404530482813,put,-0.0333333333333333,0.2006452139669358,0.96,-1.0
141,2018-06-28,2.55,74862.0,27,10001337.SH,0.03,2.609,2.441,0.1866686164930922,call,0.0358024691358026,0.2598524449719787,1.04,2.35,66022.0,27,10001366.SH,0.03,2.609,2.441,0.1866686164930922,put,-0.037037037037037,0.2583524352315665,0.96,-0.018518518518515492
142,2018-06-29,2.6,60507.0,26,10001338.SH,0.02,2.609,2.495,0.2061790611414615,call,-0.0211538461538463,0.2092192782261968,1.04,2.4,63945.0,26,10001356.SH,0.02,2.609,2.495,0.2061790611414615,put,-0.0384615384615384,0.2156620602678656,0.96,-0.8942307692307722
143,2018-07-09,2.6,8091.0,44,10001392.SH,0.04,2.499,2.496,0.2436540473726315,call,-0.0227272727272727,0.2246720130764245,1.04,2.4,11402.0,44,10001397.SH,0.04,2.499,2.496,0.2436540473726315,put,-0.0227272727272727,0.2399713256477117,0.96,-0.6818181818181818
144,2018-07-10,2.6,4977.0,43,10001392.SH,0.04,2.499,2.4930000000000003,0.2427647692781822,call,-0.0232558139534883,0.2305938507832289,1.04,2.4,10183.0,43,10001397.SH,0.04,2.499,2.4930000000000003,0.2427647692781822,put,-0.0232558139534883,0.2395882467872798,0.96,-0.6976744186046512
145,2018-07-11,2.55,9970.0,42,10001391.SH,0.04,2.499,2.454,0.2427976437015681,call,-0.0238095238095238,0.2262505220947563,1.04,2.35,9903.0,42,10001396.SH,0.04,2.499,2.454,0.2427976437015681,put,-0.0238095238095238,0.2583960658097267,0.96,-0.7142857142857143
146,2018-07-12,2.6,9476.0,41,10001392.SH,0.04,2.499,2.505,0.2550800671805858,call,-0.024390243902439,0.223433786804974,1.04,2.4,18543.0,41,10001397.SH,0.04,2.499,2.505,0.2550800671805858,put,-0.024390243902439,0.2571623694890141,0.96,-0.7317073170731707
147,2018-07-13,2.6,4019.0,40,10001392.SH,0.04,2.499,2.509,0.2519898130391338,call,-0.025,0.2219259092553853,1.04,2.4,6744.0,40,10001397.SH,0.04,2.499,2.509,0.2519898130391338,put,-0.025,0.2642160392295421,0.96,-0.75
148,2018-07-16,2.6,7073.0,37,10001392.SH,0.03,2.499,2.49,0.252270606405884,call,-0.027027027027027,0.2169820640710592,1.04,2.4,11858.0,37,10001397.SH,0.04,2.499,2.49,0.252270606405884,put,-0.027027027027027,0.2539538530650139,0.96,-0.8108108108108109
149,2018-07-20,2.65,56805.0,33,10001393.SH,0.02,2.499,2.54,0.2602303416227794,call,-0.0303030303030303,0.1860436926231384,1.04,2.45,56086.0,33,10001398.SH,0.03,2.499,2.54,0.2602303416227794,put,-0.0303030303030303,0.2245172794959545,0.96,-0.9090909090909091
150,2018-08-08,2.6,15006.0,49,10001241.SH,0.05,2.638,2.494,0.2265554517378123,call,-0.0048979591836735,0.244071765530169,1.04,2.4,4431.0,49,10001358.SH,0.05,2.638,2.494,0.2265554517378123,put,-0.0204081632653061,0.2576077947767079,0.96,-0.37959183673469504
151,2018-08-09,2.65,7792.0,48,10001242.SH,0.05,2.638,2.551,0.2390599707940538,call,-0.0208333333333333,0.2346584086874723,1.04,2.45,10067.0,48,10001312.SH,0.05,2.638,2.551,0.2390599707940538,put,-0.0208333333333333,0.2617115725176037,0.96,-0.625
152,2018-08-10,2.65,11219.0,47,10001242.SH,0.05,2.638,2.551,0.2315925591080653,call,-0.0212765957446808,0.2373009196876883,1.04,2.45,5396.0,47,10001312.SH,0.04,2.638,2.551,0.2315925591080653,put,-0.0212765957446808,0.2327762737604677,0.96,-0.6382978723404256
153,2018-08-15,2.55,24596.0,42,10001275.SH,0.05,2.638,2.454,0.2403677551166952,call,0.0180952380952381,0.2587928537316025,1.04,2.35,17402.0,42,10001368.SH,0.04,2.638,2.454,0.2403677551166952,put,-0.0238095238095238,0.2583960658097267,0.96,-0.01587301587301526
154,2018-08-16,2.55,32044.0,41,10001275.SH,0.05,2.638,2.4530000000000003,0.2396095549715742,call,0.0185365853658536,0.2632660012714863,1.04,2.35,34245.0,41,10001368.SH,0.04,2.638,2.4530000000000003,0.2396095549715742,put,-0.024390243902439,0.260338699420929,0.96,-0.01626016260162539
155,2018-08-20,2.55,53532.0,37,10001275.SH,0.05,2.638,2.458,0.2490499356338985,call,0.0205405405405405,0.2717059551470578,1.04,2.35,52054.0,37,10001368.SH,0.04,2.638,2.458,0.2490499356338985,put,-0.027027027027027,0.2787039541772008,0.96,-0.018018018018017324
156,2018-08-21,2.6,47889.0,36,10001241.SH,0.04,2.638,2.496,0.2374631493688765,call,-0.001388888888889,0.2497721720923483,1.04,2.4,57695.0,36,10001358.SH,0.03,2.638,2.496,0.2374631493688765,put,-0.0277777777777777,0.2260290313455163,0.96,-0.3809523809523832
157,2018-08-22,2.6,41676.0,35,10001241.SH,0.03,2.638,2.499,0.2336872788958295,call,0.0076190476190474,0.2135071150181293,1.04,2.4,44444.0,35,10001358.SH,0.03,2.638,2.499,0.2336872788958295,put,-0.0285714285714285,0.2322070496874749,0.96,-0.31428571428571694
158,2018-08-23,2.6,98398.0,34,10001241.SH,0.03,2.638,2.509,0.2266262245586458,call,0.0078431372549017,0.2054590614860058,1.04,2.4,76379.0,34,10001358.SH,0.03,2.638,2.509,0.2266262245586458,put,-0.0294117647058823,0.2459100910651683,0.96,-0.3235294117647086
159,2018-08-28,2.65,52368.0,29,10001242.SH,0.03,2.638,2.56,0.2344742326658371,call,-0.0344827586206896,0.2178005546438694,1.04,2.45,31009.0,29,10001312.SH,0.02,2.638,2.56,0.2344742326658371,put,-0.0344827586206896,0.2163566924507618,0.96,-1.0344827586206897
160,2018-08-29,2.65,39239.0,28,10001242.SH,0.03,2.638,2.553,0.2339484607232932,call,-0.0357142857142857,0.2304360177627802,1.04,2.45,28171.0,28,10001312.SH,0.03,2.638,2.553,0.2339484607232932,put,-0.0357142857142857,0.2577690252602101,0.96,-1.0714285714285714
161,2018-09-04,2.65,5373.0,50,10001450.SH,0.04,2.525,2.55,0.211938868007543,call,-0.02,0.2018248489018679,1.04,2.45,4802.0,50,10001455.SH,0.04,2.525,2.55,0.211938868007543,put,-0.02,0.2252478532616794,0.96,-0.6
162,2018-09-07,2.6,15657.0,47,10001449.SH,0.04,2.525,2.491,0.2047543103078297,call,-0.0212765957446808,0.2219725200642943,1.04,2.4,12035.0,47,10001454.SH,0.04,2.525,2.491,0.2047543103078297,put,-0.0212765957446808,0.227886668775767,0.96,-0.6382978723404256
163,2018-09-11,2.55,11783.0,43,10001448.SH,0.05,2.525,2.449,0.1915313007902522,call,-0.0232558139534883,0.2612761608052253,1.04,2.35,8743.0,43,10001453.SH,0.04,2.525,2.449,0.1915313007902522,put,-0.0232558139534883,0.2505290314932764,0.96,-0.6976744186046512
164,2018-09-17,2.55,14221.0,37,10001448.SH,0.03,2.525,2.452,0.1801451326488748,call,-0.027027027027027,0.2082904595110714,1.04,2.35,13051.0,37,10001453.SH,0.03,2.525,2.452,0.1801451326488748,put,-0.027027027027027,0.2338679322836995,0.96,-0.8108108108108109
165,2018-09-20,2.65,26059.0,34,10001450.SH,0.02,2.525,2.541,0.1810478181267588,call,-0.0294117647058823,0.1821261196994185,1.04,2.45,36031.0,34,10001455.SH,0.02,2.525,2.541,0.1810478181267588,put,-0.0294117647058823,0.1822743563768565,0.96,-0.8823529411764706
166,2018-09-25,2.7,55982.0,29,10001451.SH,0.02,2.525,2.6,0.2206897410049141,call,-0.0344827586206896,0.1845534580395817,1.04,2.5,66396.0,29,10001456.SH,0.02,2.525,2.6,0.2206897410049141,put,-0.0344827586206896,0.2020555187618136,0.96,-1.0344827586206897
167,2018-10-09,2.65,9612.0,50,10001475.SH,0.05,2.466,2.545,0.2767590887431821,call,-0.02,0.2356582164990305,1.04,2.45,10754.0,50,10001480.SH,0.04,2.466,2.545,0.2767590887431821,put,-0.02,0.2207524135957956,0.96,-0.6
168,2018-10-10,2.65,12080.0,49,10001475.SH,0.05,2.466,2.545,0.2762031941296474,call,-0.0204081632653061,0.2382050620922148,1.04,2.45,15178.0,49,10001480.SH,0.04,2.466,2.545,0.2762031941296474,put,-0.0204081632653061,0.222838575119853,0.96,-0.6122448979591837
169,2018-10-12,2.6,17755.0,47,10001474.SH,0.05,2.466,2.494,0.317640339682569,call,-0.0212765957446808,0.2495247533355951,1.04,2.4,13287.0,47,10001492.SH,0.05,2.466,2.494,0.317640339682569,put,-0.0212765957446808,0.2626998170338572,0.96,-0.6382978723404256
170,2018-10-19,2.6,52744.0,40,10001474.SH,0.05,2.466,2.491,0.3298227207343224,call,-0.025,0.2750855964206457,1.04,2.4,57993.0,40,10001492.SH,0.05,2.466,2.491,0.3298227207343224,put,-0.025,0.2802697078079283,0.96,-0.75
171,2018-10-22,2.7,71366.0,37,10001476.SH,0.05,2.466,2.599,0.357168126929135,call,-0.027027027027027,0.2663284863888026,1.04,2.5,84986.0,37,10001481.SH,0.05,2.466,2.599,0.357168126929135,put,-0.0086486486486487,0.2882511829851268,0.96,-0.5351351351351368
172,2018-10-23,2.6,115194.0,36,10001474.SH,0.06,2.466,2.511,0.3764592491676158,call,-0.0277777777777777,0.2999031103523671,1.04,2.4,52989.0,36,10001492.SH,0.04,2.466,2.511,0.3764592491676158,put,-0.0277777777777777,0.2799100535611808,0.96,-0.8333333333333334
173,2018-10-31,2.6,95007.0,28,10001474.SH,0.05,2.466,2.496,0.3675291661669053,call,-0.0357142857142857,0.3244149718185066,1.04,2.4,75117.0,28,10001492.SH,0.05,2.466,2.496,0.3675291661669053,put,-0.0357142857142857,0.3388253411620855,0.96,-1.0714285714285714
174,2018-11-01,2.6,123040.0,27,10001474.SH,0.05,2.466,2.507,0.3665047829823712,call,-0.037037037037037,0.315203257388264,1.04,2.4,71036.0,27,10001492.SH,0.04,2.466,2.507,0.3665047829823712,put,-0.037037037037037,0.3164707495256662,0.96,-1.1111111111111112
175,2018-11-02,2.7,80229.0,26,10001476.SH,0.04,2.466,2.594,0.3825365048215238,call,-0.0384615384615384,0.2871490936542749,1.04,2.5,135877.0,26,10001481.SH,0.04,2.466,2.594,0.3825365048215238,put,-0.0057692307692309,0.2939583248687982,0.96,-0.6634615384615412
176,2018-11-06,2.65,4546.0,50,10001316.SH,0.08,2.275,2.546,0.3824206237441235,call,-0.02,0.3184809151656329,1.04,2.45,3449.0,50,10001332.SH,0.07,2.275,2.546,0.3824206237441235,put,0.03,0.3110482792831063,0.96,0.10000000000000098
177,2018-11-12,2.6,5973.0,44,10001315.SH,0.07,2.275,2.49,0.3223666060001249,call,-0.0227272727272727,0.3243380818651914,1.04,2.4,5867.0,44,10001360.SH,0.06,2.275,2.49,0.3223666060001249,put,0.0246212121212121,0.2990109484754502,0.96,-0.02622377622377628
178,2018-11-13,2.6,10663.0,43,10001315.SH,0.07,2.275,2.509,0.3144205543369607,call,-0.0232558139534883,0.305796933890134,1.04,2.4,8567.0,43,10001360.SH,0.06,2.275,2.509,0.3144205543369607,put,0.0251937984496124,0.3222361251181662,0.96,-0.026833631484794337
179,2018-11-15,2.6,11469.0,41,10001315.SH,0.07,2.275,2.505,0.3175206170720893,call,-0.024390243902439,0.3184112969753444,1.04,2.4,9283.0,41,10001360.SH,0.05,2.275,2.505,0.3175206170720893,put,0.0365853658536585,0.2917158800442814,0.96,0.030487804878048672
180,2018-11-16,2.6,20765.0,40,10001315.SH,0.06,2.275,2.507,0.3172995564831455,call,-0.025,0.288611612091869,1.04,2.4,9349.0,40,10001360.SH,0.05,2.275,2.507,0.3172995564831455,put,0.0375,0.2972545196814238,0.96,0.10227272727272735
181,2018-11-19,2.65,11283.0,37,10001316.SH,0.05,2.275,2.54,0.3078537399147531,call,-0.027027027027027,0.2820493824017941,1.04,2.45,15329.0,37,10001332.SH,0.05,2.275,2.54,0.3078537399147531,put,0.0675675675675677,0.2840447064926326,0.96,0.6081081081081103
182,2018-11-20,2.6,27655.0,36,10001315.SH,0.05,2.275,2.498,0.298466524949052,call,-0.0277777777777777,0.2822609787849485,1.04,2.4,14537.0,36,10001360.SH,0.04,2.275,2.498,0.298466524949052,put,0.0590277777777777,0.2660205689478517,0.96,0.32407407407407407
183,2018-11-21,2.6,17877.0,35,10001315.SH,0.05,2.275,2.497,0.2580653886011702,call,-0.0285714285714285,0.2876711704768239,1.04,2.4,12659.0,35,10001360.SH,0.04,2.275,2.497,0.2580653886011702,put,0.0607142857142857,0.2685103133198916,0.96,0.33333333333333326
184,2018-11-23,2.55,40143.0,33,10001314.SH,0.04,2.275,2.442,0.2365582020572692,call,-0.0303030303030303,0.2716816960687637,1.04,2.35,24318.0,33,10001370.SH,0.03,2.275,2.442,0.2365582020572692,put,0.0454545454545456,0.235891866589725,0.96,0.06493506493506712
185,2018-11-26,2.55,42848.0,30,10001314.SH,0.04,2.275,2.45,0.2367547827751545,call,-0.0333333333333333,0.2752071302305759,1.04,2.35,31223.0,30,10001370.SH,0.03,2.275,2.45,0.2367547827751545,put,0.0500000000000002,0.2561262028623223,0.96,0.07142857142857384
