,Unnamed: 0_otm,交易日期,行权价_otm,成交量(手)_otm,到期剩余天数_otm,期权代码_otm,收盘价_otm,到期ETF收盘价_otm,现期ETF收盘价_otm,monthly_RV_otm,option_type_otm,期权收益率_otm,IV_otm,在值程度_otm,Unnamed: 0_atm,行权价_atm,成交量(手)_atm,到期剩余天数_atm,期权代码_atm,收盘价_atm,到期ETF收盘价_atm,现期ETF收盘价_atm,monthly_RV_atm,option_type_atm,期权收益率_atm,IV_atm,在值程度_atm,Unnamed: 0_itm,行权价_itm,成交量(手)_itm,到期剩余天数_itm,期权代码_itm,收盘价_itm,到期ETF收盘价_itm,现期ETF收盘价_itm,monthly_RV_itm,option_type_itm,期权收益率_itm,IV_itm,在值程度_itm,Return
126,1396,2017-06-28,2.65,41749.0,28,10000927.SH,0.0116,2.677,2.548,0.1182460415024346,call,1.422413793103461,0.1541980197260976,1.04,356,2.55,77823.0,28,10000911.SH,0.04,2.677,2.548,0.1182460415024346,call,2.330357142857149,0.1376356853635311,1,1457,2.45,15481.0,28,10000904.SH,0.11,2.677,2.548,0.1182460415024346,call,1.1396103896103884,0.1427440392851829,0.96,-0.044571428571429046
127,1400,2017-06-30,2.65,26354.0,26,10000927.SH,0.0105,2.677,2.5580000000000003,0.1197721666305104,call,1.813186813186828,0.1441100578511357,1.04,358,2.55,82543.0,26,10000911.SH,0.04,2.677,2.5580000000000003,0.1197721666305104,call,2.509615384615391,0.1234832847935557,1,1467,2.45,14209.0,26,10000904.SH,0.11,2.677,2.5580000000000003,0.1197721666305104,call,1.227272727272726,,0.96,-0.046730769230769735
128,1412,2017-07-11,2.7,22598.0,43,10000947.SH,0.02,2.708,2.604,0.1244798278766175,call,-0.4186046511627904,0.1459975571934879,1.04,364,2.6,25448.0,43,10000936.SH,0.05,2.708,2.604,0.1244798278766175,call,0.8093023255813967,0.1243615587951838,1,1484,2.5,6648.0,43,10000934.SH,0.12,2.708,2.604,0.1244798278766175,call,0.5116279069767453,0.1265562603231072,0.96,-0.027906976744186032
129,1414,2017-07-12,2.7,39972.0,42,10000947.SH,0.02,2.708,2.597,0.124977829661162,call,-0.4285714285714283,0.1541856815707981,1.04,365,2.6,35790.0,42,10000936.SH,0.05,2.708,2.597,0.124977829661162,call,0.82857142857143,0.1367566961065232,1,1488,2.5,6276.0,42,10000934.SH,0.11,2.708,2.597,0.124977829661162,call,0.6363636363636376,0.1085919062071442,0.96,-0.02142857142857143
130,1428,2017-07-24,2.8,52621.0,30,10000963.SH,0.02,2.708,2.7,0.1276969133944539,call,-1.0,0.1744989939582347,1.04,373,2.7,69433.0,30,10000947.SH,0.05,2.708,2.7,0.1276969133944539,call,-0.8399999999999999,0.1536327295576929,1,1532,2.6,15978.0,30,10000936.SH,0.12,2.708,2.7,0.1276969133944539,call,-0.0999999999999992,0.1696413370471597,0.96,0.05200000000000009
131,1445,2017-08-10,2.75,20239.0,48,10000957.SH,0.02,2.7110000000000003,2.655,0.1301044844927698,call,-0.625,0.1340010555470884,1.04,380,2.65,22880.0,48,10000929.SH,0.05,2.7110000000000003,2.655,0.1301044844927698,call,0.1375000000000048,0.1126660604543983,1,1585,2.55,6979.0,48,10000913.SH,0.12,2.7110000000000003,2.655,0.1301044844927698,call,0.2135416666666692,0.1098917636504769,0.96,-0.0006250000000001827
132,1458,2017-08-15,2.75,19510.0,43,10000957.SH,0.02,2.7110000000000003,2.651,0.1310575461444343,call,-0.6976744186046512,0.1458124252593815,1.04,383,2.65,32666.0,43,10000929.SH,0.05,2.7110000000000003,2.651,0.1310575461444343,call,0.1534883720930286,0.1263224314185678,1,1611,2.55,6534.0,43,10000913.SH,0.12,2.7110000000000003,2.651,0.1310575461444343,call,0.2383720930232586,0.1346654681901931,0.96,-0.0006976744186048551
133,1466,2017-08-17,2.75,15512.0,41,10000957.SH,0.02,2.7110000000000003,2.652,0.1320818725738015,call,-0.7317073170731707,0.148721666911602,1.04,385,2.65,23223.0,41,10000929.SH,0.05,2.7110000000000003,2.652,0.1320818725738015,call,0.1609756097561032,0.1283355176846682,1,1629,2.55,5507.0,41,10000913.SH,0.12,2.7110000000000003,2.652,0.1320818725738015,call,0.250000000000003,0.1354571366862654,0.96,-0.0007317073170733846
134,1484,2017-08-24,2.8,45929.0,34,10000965.SH,0.0095,2.7110000000000003,2.698,0.1172541428594759,call,-0.8823529411764706,0.1217368695748448,1.04,390,2.7,100835.0,34,10000949.SH,0.04,2.7110000000000003,2.698,0.1172541428594759,call,-0.6397058823529385,0.1159655931254625,1,1677,2.6,21739.0,34,10000921.SH,0.11,2.7110000000000003,2.698,0.1172541428594759,call,0.0080213903743332,0.1163221479322314,0.96,0.04367647058823527
135,1554,2017-10-09,2.85,17682.0,44,10001021.SH,0.02,3.067,2.75,0.0713424191980218,call,6.715909090909093,0.1394693617385625,1.04,416,2.75,18562.0,44,10001014.SH,0.05,3.067,2.75,0.0713424191980218,call,3.640909090909093,0.121134386126697,1,1809,2.65,5120.0,44,10001012.SH,0.13,3.067,2.75,0.0713424191980218,call,1.5052447552447563,0.1663197506685555,0.96,-0.03409090909090908
136,1580,2017-11-08,3.0,27297.0,49,10001045.SH,0.0092,2.834,2.874,0.086837053419283,call,-0.6122448979591837,0.1066127945715785,1.04,432,2.9,47762.0,49,10001007.SH,0.04,2.834,2.874,0.086837053419283,call,-0.6122448979591837,0.1140008760044127,1,1893,2.75,6844.0,49,10000959.SH,0.15,2.834,2.874,0.086837053419283,call,-0.2693877551020405,0.1527691778959631,0.96,0.002938775510204132
137,1597,2017-11-22,3.2,165037.0,35,10001061.SH,0.02,2.834,3.067,0.1182398018656788,call,-0.8571428571428571,0.1662514437797964,1.04,442,3.1,209412.0,35,10001053.SH,0.04,2.834,3.067,0.1182398018656788,call,-0.8571428571428571,0.1367444771604538,1,2047,2.95,73062.0,35,10001037.SH,0.14,2.834,3.067,0.1182398018656788,call,-0.8571428571428571,0.1580820948562026,0.96,-0.06857142857142857
138,1644,2017-12-06,3.0,9966.0,49,10001099.SH,0.03,3.172,2.8710000000000004,0.174136576668338,call,2.8979591836734726,0.1755301537972688,1.04,456,2.9,5342.0,49,10001073.SH,0.07,3.172,2.8710000000000004,0.174136576668338,call,1.7667638483965034,0.1890777463391125,1,2171,2.75,1971.0,49,10001127.SH,0.16,3.172,2.8710000000000004,0.174136576668338,call,1.002551020408164,0.192427406491369,0.96,-1.0195925736353479e-16
139,1644,2017-12-06,3.0,9966.0,49,10001099.SH,0.03,3.172,2.8710000000000004,0.174136576668338,call,2.8979591836734726,0.1755301537972688,1.04,457,2.9,18235.0,49,10001097.SH,0.07,3.172,2.8710000000000004,0.174136576668338,call,1.7667638483965034,0.1890777463391125,1,2171,2.75,1971.0,49,10001127.SH,0.16,3.172,2.8710000000000004,0.174136576668338,call,1.002551020408164,0.192427406491369,0.96,-1.0195925736353479e-16
140,1681,2017-12-14,2.95,4175.0,41,10001074.SH,0.03,3.172,2.85,0.1890041359536732,call,4.682926829268292,0.1709316577520966,1.04,468,2.85,1805.0,41,10001083.SH,0.07,3.172,2.85,0.1890041359536732,call,2.6341463414634148,0.1740785728065222,1,2189,2.75,2354.0,41,10001127.SH,0.13,3.172,2.85,0.1890041359536732,call,1.6435272045028149,0.166745744851768,0.96,-0.014634146341463407
141,1681,2017-12-14,2.95,4175.0,41,10001074.SH,0.03,3.172,2.85,0.1890041359536732,call,4.682926829268292,0.1709316577520966,1.04,469,2.85,13113.0,41,10001096.SH,0.07,3.172,2.85,0.1890041359536732,call,2.6341463414634148,0.1740785728065222,1,2189,2.75,2354.0,41,10001127.SH,0.13,3.172,2.85,0.1890041359536732,call,1.6435272045028149,0.166745744851768,0.96,-0.014634146341463407
142,1682,2017-12-14,2.95,9345.0,41,10001098.SH,0.03,3.172,2.85,0.1890041359536732,call,4.682926829268292,0.1709316577520966,1.04,468,2.85,1805.0,41,10001083.SH,0.07,3.172,2.85,0.1890041359536732,call,2.6341463414634148,0.1740785728065222,1,2189,2.75,2354.0,41,10001127.SH,0.13,3.172,2.85,0.1890041359536732,call,1.6435272045028149,0.166745744851768,0.96,-0.014634146341463407
143,1682,2017-12-14,2.95,9345.0,41,10001098.SH,0.03,3.172,2.85,0.1890041359536732,call,4.682926829268292,0.1709316577520966,1.04,469,2.85,13113.0,41,10001096.SH,0.07,3.172,2.85,0.1890041359536732,call,2.6341463414634148,0.1740785728065222,1,2189,2.75,2354.0,41,10001127.SH,0.13,3.172,2.85,0.1890041359536732,call,1.6435272045028149,0.166745744851768,0.96,-0.014634146341463407
144,1714,2017-12-20,3.0,17402.0,35,10001099.SH,0.02,3.172,2.8760000000000003,0.1839720889307971,call,6.51428571428572,0.1703083126887083,1.04,476,2.9,6403.0,35,10001073.SH,0.05,3.172,2.8760000000000003,0.1839720889307971,call,3.8057142857142896,0.1638028861967027,1,2203,2.75,9733.0,35,10001127.SH,0.15,3.172,2.8760000000000003,0.1839720889307971,call,1.5542857142857152,0.1820281297124028,0.96,-0.01714285714285729
145,1714,2017-12-20,3.0,17402.0,35,10001099.SH,0.02,3.172,2.8760000000000003,0.1839720889307971,call,6.51428571428572,0.1703083126887083,1.04,477,2.9,22236.0,35,10001097.SH,0.05,3.172,2.8760000000000003,0.1839720889307971,call,3.8057142857142896,0.1638028861967027,1,2203,2.75,9733.0,35,10001127.SH,0.15,3.172,2.8760000000000003,0.1839720889307971,call,1.5542857142857152,0.1820281297124028,0.96,-0.01714285714285729
146,1726,2017-12-22,3.0,24460.0,33,10001099.SH,0.02,3.172,2.878,0.1728970926287164,call,6.909090909090915,0.1739439557836055,1.04,480,2.9,5482.0,33,10001073.SH,0.05,3.172,2.878,0.1728970926287164,call,4.036363636363641,0.1664665568352341,1,2213,2.75,4816.0,33,10001127.SH,0.15,3.172,2.878,0.1728970926287164,call,1.648484848484849,0.1817233713160455,0.96,-0.018181818181818337
147,1726,2017-12-22,3.0,24460.0,33,10001099.SH,0.02,3.172,2.878,0.1728970926287164,call,6.909090909090915,0.1739439557836055,1.04,481,2.9,29495.0,33,10001097.SH,0.05,3.172,2.878,0.1728970926287164,call,4.036363636363641,0.1664665568352341,1,2213,2.75,4816.0,33,10001127.SH,0.15,3.172,2.878,0.1728970926287164,call,1.648484848484849,0.1817233713160455,0.96,-0.018181818181818337
148,1732,2017-12-25,3.0,31973.0,30,10001099.SH,0.02,3.172,2.8760000000000003,0.1523908525516514,call,7.600000000000007,0.1847679750488698,1.04,482,2.9,7088.0,30,10001073.SH,0.05,3.172,2.8760000000000003,0.1523908525516514,call,4.440000000000005,0.1781616379437148,1,2218,2.75,10500.0,30,10001127.SH,0.15,3.172,2.8760000000000003,0.1523908525516514,call,1.8133333333333344,0.1996052922495007,0.96,-0.02000000000000017
149,1732,2017-12-25,3.0,31973.0,30,10001099.SH,0.02,3.172,2.8760000000000003,0.1523908525516514,call,7.600000000000007,0.1847679750488698,1.04,483,2.9,62836.0,30,10001097.SH,0.05,3.172,2.8760000000000003,0.1523908525516514,call,4.440000000000005,0.1781616379437148,1,2218,2.75,10500.0,30,10001127.SH,0.15,3.172,2.8760000000000003,0.1523908525516514,call,1.8133333333333344,0.1996052922495007,0.96,-0.02000000000000017
150,1761,2018-01-09,3.1,10901.0,50,10001158.SH,0.02,2.8710000000000004,2.97,0.1517894721068703,call,-0.6,0.1398963692002296,1.04,492,3.0,10628.0,50,10001157.SH,0.05,2.8710000000000004,2.97,0.1517894721068703,call,-0.6,0.1356778227732032,1,2238,2.85,3657.0,50,10001143.SH,0.15,2.8710000000000004,2.97,0.1517894721068703,call,-0.5159999999999986,0.1551093742890357,0.96,-0.029399999999999774
151,1778,2018-01-16,3.2,26732.0,43,10001173.SH,0.03,2.8710000000000004,3.064,0.1294525360229501,call,-0.6976744186046512,0.1812500510685443,1.04,497,3.1,32856.0,43,10001158.SH,0.06,2.8710000000000004,3.064,0.1294525360229501,call,-0.6976744186046512,0.1731428697583675,1,2276,2.95,12886.0,43,10001145.SH,0.15,2.8710000000000004,3.064,0.1294525360229501,call,-0.6976744186046512,0.1785981225391626,0.96,-0.04186046511627907
152,1781,2018-01-17,3.2,57762.0,42,10001173.SH,0.03,2.8710000000000004,3.071,0.117696820739277,call,-0.7142857142857143,0.1780563761936723,1.04,498,3.1,76416.0,42,10001158.SH,0.06,2.8710000000000004,3.071,0.117696820739277,call,-0.7142857142857143,0.1676335555917918,1,2284,2.95,17715.0,42,10001145.SH,0.15,2.8710000000000004,3.071,0.117696820739277,call,-0.7142857142857143,0.1639939189876914,0.96,-0.04285714285714286
153,1817,2018-01-30,3.2,122754.0,29,10001173.SH,0.02,2.8710000000000004,3.075,0.1279826411839863,call,-1.0344827586206895,0.1766622242494523,1.04,507,3.1,107794.0,29,10001158.SH,0.05,2.8710000000000004,3.075,0.1279826411839863,call,-1.0344827586206895,0.170556863933146,1,2360,2.95,13807.0,29,10001145.SH,0.15,2.8710000000000004,3.075,0.1279826411839863,call,-1.0344827586206895,0.1921728947854339,0.96,-0.07241379310344825
154,1836,2018-02-06,3.24,9740.0,50,10001069.SH,0.05,2.688,3.11,0.1535156587031496,call,-0.6,0.2105612165277004,1.04,511,3.14,16221.0,50,10001063.SH,0.09,2.688,3.11,0.1535156587031496,call,-0.6,0.2165084458004832,1,2408,3.0,14591.0,50,10001109.SH,0.17,2.688,3.11,0.1535156587031496,call,-0.6,0.2199007232524454,0.96,-0.02400000000000002
155,1842,2018-02-07,3.14,18899.0,49,10001063.SH,0.07,2.688,3.023,0.185875290081082,call,-0.6122448979591837,0.2576595911871195,1.04,512,3.04,10268.0,49,10001055.SH,0.1,2.688,3.023,0.185875290081082,call,-0.6122448979591837,0.2345672136265635,1,2424,2.9,1362.0,49,10001039.SH,0.19,2.688,3.023,0.185875290081082,call,-0.6122448979591837,0.2588860157448054,0.96,-0.03673469387755102
156,1842,2018-02-07,3.14,18899.0,49,10001063.SH,0.07,2.688,3.023,0.185875290081082,call,-0.6122448979591837,0.2576595911871195,1.04,512,3.04,10268.0,49,10001055.SH,0.1,2.688,3.023,0.185875290081082,call,-0.6122448979591837,0.2345672136265635,1,2425,2.9,5062.0,49,10001107.SH,0.19,2.688,3.023,0.185875290081082,call,-0.6122448979591837,0.2588860157448054,0.96,-0.03673469387755102
157,1878,2018-02-12,2.9,1936.0,44,10001039.SH,0.07,2.688,2.8,0.2594619894587026,call,-0.6818181818181818,0.2789307497371733,1.04,517,2.8,2214.0,44,10000985.SH,0.11,2.688,2.8,0.2594619894587026,call,-0.6818181818181818,0.273949711273104,1,2460,2.7,919.0,44,10000972.SH,0.17,2.688,2.8,0.2594619894587026,call,-0.6818181818181818,0.2836082218971848,0.96,-0.013636363636363648
158,1878,2018-02-12,2.9,1936.0,44,10001039.SH,0.07,2.688,2.8,0.2594619894587026,call,-0.6818181818181818,0.2789307497371733,1.04,517,2.8,2214.0,44,10000985.SH,0.11,2.688,2.8,0.2594619894587026,call,-0.6818181818181818,0.273949711273104,1,2461,2.7,2714.0,44,10001137.SH,0.17,2.688,2.8,0.2594619894587026,call,-0.6818181818181818,0.2836082218971848,0.96,-0.013636363636363648
159,1878,2018-02-12,2.9,1936.0,44,10001039.SH,0.07,2.688,2.8,0.2594619894587026,call,-0.6818181818181818,0.2789307497371733,1.04,518,2.8,16379.0,44,10001105.SH,0.11,2.688,2.8,0.2594619894587026,call,-0.6818181818181818,0.273949711273104,1,2460,2.7,919.0,44,10000972.SH,0.17,2.688,2.8,0.2594619894587026,call,-0.6818181818181818,0.2836082218971848,0.96,-0.013636363636363648
160,1878,2018-02-12,2.9,1936.0,44,10001039.SH,0.07,2.688,2.8,0.2594619894587026,call,-0.6818181818181818,0.2789307497371733,1.04,518,2.8,16379.0,44,10001105.SH,0.11,2.688,2.8,0.2594619894587026,call,-0.6818181818181818,0.273949711273104,1,2461,2.7,2714.0,44,10001137.SH,0.17,2.688,2.8,0.2594619894587026,call,-0.6818181818181818,0.2836082218971848,0.96,-0.013636363636363648
161,1879,2018-02-12,2.9,15533.0,44,10001107.SH,0.07,2.688,2.8,0.2594619894587026,call,-0.6818181818181818,0.2789307497371733,1.04,517,2.8,2214.0,44,10000985.SH,0.11,2.688,2.8,0.2594619894587026,call,-0.6818181818181818,0.273949711273104,1,2460,2.7,919.0,44,10000972.SH,0.17,2.688,2.8,0.2594619894587026,call,-0.6818181818181818,0.2836082218971848,0.96,-0.013636363636363648
162,1879,2018-02-12,2.9,15533.0,44,10001107.SH,0.07,2.688,2.8,0.2594619894587026,call,-0.6818181818181818,0.2789307497371733,1.04,517,2.8,2214.0,44,10000985.SH,0.11,2.688,2.8,0.2594619894587026,call,-0.6818181818181818,0.273949711273104,1,2461,2.7,2714.0,44,10001137.SH,0.17,2.688,2.8,0.2594619894587026,call,-0.6818181818181818,0.2836082218971848,0.96,-0.013636363636363648
163,1879,2018-02-12,2.9,15533.0,44,10001107.SH,0.07,2.688,2.8,0.2594619894587026,call,-0.6818181818181818,0.2789307497371733,1.04,518,2.8,16379.0,44,10001105.SH,0.11,2.688,2.8,0.2594619894587026,call,-0.6818181818181818,0.273949711273104,1,2460,2.7,919.0,44,10000972.SH,0.17,2.688,2.8,0.2594619894587026,call,-0.6818181818181818,0.2836082218971848,0.96,-0.013636363636363648
164,1879,2018-02-12,2.9,15533.0,44,10001107.SH,0.07,2.688,2.8,0.2594619894587026,call,-0.6818181818181818,0.2789307497371733,1.04,518,2.8,16379.0,44,10001105.SH,0.11,2.688,2.8,0.2594619894587026,call,-0.6818181818181818,0.273949711273104,1,2461,2.7,2714.0,44,10001137.SH,0.17,2.688,2.8,0.2594619894587026,call,-0.6818181818181818,0.2836082218971848,0.96,-0.013636363636363648
165,1918,2018-02-22,3.04,4124.0,34,10001055.SH,0.04,2.688,2.925,0.2740305334353771,call,-0.8823529411764706,0.2295145304152965,1.04,523,2.95,3220.0,34,10001047.SH,0.07,2.688,2.925,0.2740305334353771,call,-0.8823529411764706,0.2210938884349763,1,2503,2.8,341.0,34,10000985.SH,0.17,2.688,2.925,0.2740305334353771,call,-0.8823529411764706,0.2576653728347719,0.96,-0.061764705882352944
166,1918,2018-02-22,3.04,4124.0,34,10001055.SH,0.04,2.688,2.925,0.2740305334353771,call,-0.8823529411764706,0.2295145304152965,1.04,523,2.95,3220.0,34,10001047.SH,0.07,2.688,2.925,0.2740305334353771,call,-0.8823529411764706,0.2210938884349763,1,2504,2.8,9671.0,34,10001105.SH,0.16,2.688,2.925,0.2740305334353771,call,-0.8823529411764706,0.2226802652624845,0.96,-0.052941176470588235
167,1918,2018-02-22,3.04,4124.0,34,10001055.SH,0.04,2.688,2.925,0.2740305334353771,call,-0.8823529411764706,0.2295145304152965,1.04,524,2.95,13329.0,34,10001108.SH,0.07,2.688,2.925,0.2740305334353771,call,-0.8823529411764706,0.2210938884349763,1,2503,2.8,341.0,34,10000985.SH,0.17,2.688,2.925,0.2740305334353771,call,-0.8823529411764706,0.2576653728347719,0.96,-0.061764705882352944
168,1918,2018-02-22,3.04,4124.0,34,10001055.SH,0.04,2.688,2.925,0.2740305334353771,call,-0.8823529411764706,0.2295145304152965,1.04,524,2.95,13329.0,34,10001108.SH,0.07,2.688,2.925,0.2740305334353771,call,-0.8823529411764706,0.2210938884349763,1,2504,2.8,9671.0,34,10001105.SH,0.16,2.688,2.925,0.2740305334353771,call,-0.8823529411764706,0.2226802652624845,0.96,-0.052941176470588235
169,1947,2018-02-27,3.04,7794.0,29,10001055.SH,0.03,2.688,2.92,0.2766997303427126,call,-1.0344827586206895,0.219512160767436,1.04,528,2.95,6683.0,29,10001047.SH,0.06,2.688,2.92,0.2766997303427126,call,-1.0344827586206895,0.217248019863069,1,2556,2.8,929.0,29,10000985.SH,0.15,2.688,2.92,0.2766997303427126,call,-1.0344827586206895,0.21931516751495,0.96,-0.06206896551724138
170,1947,2018-02-27,3.04,7794.0,29,10001055.SH,0.03,2.688,2.92,0.2766997303427126,call,-1.0344827586206895,0.219512160767436,1.04,528,2.95,6683.0,29,10001047.SH,0.06,2.688,2.92,0.2766997303427126,call,-1.0344827586206895,0.217248019863069,1,2557,2.8,8178.0,29,10001105.SH,0.15,2.688,2.92,0.2766997303427126,call,-1.0344827586206895,0.21931516751495,0.96,-0.06206896551724138
171,1947,2018-02-27,3.04,7794.0,29,10001055.SH,0.03,2.688,2.92,0.2766997303427126,call,-1.0344827586206895,0.219512160767436,1.04,529,2.95,43191.0,29,10001108.SH,0.06,2.688,2.92,0.2766997303427126,call,-1.0344827586206895,0.217248019863069,1,2556,2.8,929.0,29,10000985.SH,0.15,2.688,2.92,0.2766997303427126,call,-1.0344827586206895,0.21931516751495,0.96,-0.06206896551724138
172,1947,2018-02-27,3.04,7794.0,29,10001055.SH,0.03,2.688,2.92,0.2766997303427126,call,-1.0344827586206895,0.219512160767436,1.04,529,2.95,43191.0,29,10001108.SH,0.06,2.688,2.92,0.2766997303427126,call,-1.0344827586206895,0.217248019863069,1,2557,2.8,8178.0,29,10001105.SH,0.15,2.688,2.92,0.2766997303427126,call,-1.0344827586206895,0.21931516751495,0.96,-0.06206896551724138
173,1962,2018-02-28,3.0,42377.0,28,10001109.SH,0.03,2.688,2.8710000000000004,0.2790687210619682,call,-1.0714285714285714,0.2359853266260027,1.04,530,2.9,6129.0,28,10001039.SH,0.07,2.688,2.8710000000000004,0.2790687210619682,call,-1.0714285714285714,0.2555109044219554,1,2571,2.75,644.0,28,10000973.SH,0.16,2.688,2.8710000000000004,0.2790687210619682,call,-1.0714285714285714,0.2649749847919941,0.96,-0.053571428571428555
174,1962,2018-02-28,3.0,42377.0,28,10001109.SH,0.03,2.688,2.8710000000000004,0.2790687210619682,call,-1.0714285714285714,0.2359853266260027,1.04,530,2.9,6129.0,28,10001039.SH,0.07,2.688,2.8710000000000004,0.2790687210619682,call,-1.0714285714285714,0.2555109044219554,1,2572,2.75,3929.0,28,10001129.SH,0.15,2.688,2.8710000000000004,0.2790687210619682,call,-1.0714285714285714,0.22479289123559,0.96,-0.04285714285714284
175,1962,2018-02-28,3.0,42377.0,28,10001109.SH,0.03,2.688,2.8710000000000004,0.2790687210619682,call,-1.0714285714285714,0.2359853266260027,1.04,531,2.9,56269.0,28,10001107.SH,0.06,2.688,2.8710000000000004,0.2790687210619682,call,-1.0714285714285714,0.2238548338051438,1,2571,2.75,644.0,28,10000973.SH,0.16,2.688,2.8710000000000004,0.2790687210619682,call,-1.0714285714285714,0.2649749847919941,0.96,-0.07500000000000001
176,1962,2018-02-28,3.0,42377.0,28,10001109.SH,0.03,2.688,2.8710000000000004,0.2790687210619682,call,-1.0714285714285714,0.2359853266260027,1.04,531,2.9,56269.0,28,10001107.SH,0.06,2.688,2.8710000000000004,0.2790687210619682,call,-1.0714285714285714,0.2238548338051438,1,2572,2.75,3929.0,28,10001129.SH,0.15,2.688,2.8710000000000004,0.2790687210619682,call,-1.0714285714285714,0.22479289123559,0.96,-0.06428571428571428
177,2000,2018-03-07,3.0,4665.0,49,10001254.SH,0.04,2.693,2.8710000000000004,0.2725970884357428,call,-0.6122448979591837,0.2033320708006918,1.04,537,2.9,8760.0,49,10001252.SH,0.08,2.693,2.8710000000000004,0.2725970884357428,call,-0.6122448979591837,0.2129465634166151,1,2614,2.75,1381.0,49,10001249.SH,0.17,2.693,2.8710000000000004,0.2725970884357428,call,-0.6122448979591837,0.221813792974621,0.96,-0.030612244897959193
178,2016,2018-03-13,3.0,4656.0,43,10001254.SH,0.04,2.693,2.873,0.2671344126284674,call,-0.6976744186046512,0.2162080385410189,1.04,541,2.9,8712.0,43,10001252.SH,0.07,2.693,2.873,0.2671344126284674,call,-0.6976744186046512,0.2006717380205988,1,2634,2.75,811.0,43,10001249.SH,0.16,2.693,2.873,0.2671344126284674,call,-0.6976744186046512,0.2029890462415218,0.96,-0.04186046511627907
179,2128,2018-04-16,2.75,13107.0,37,10001288.SH,0.05,2.672,2.655,0.1965053530666866,call,-0.8108108108108109,0.2544919039243757,1.04,562,2.65,12476.0,37,10001286.SH,0.09,2.672,2.655,0.1965053530666866,call,-0.6126126126126105,0.2505153820364476,1,2724,2.55,1615.0,37,10001284.SH,0.16,2.672,2.655,0.1965053530666866,call,-0.1925675675675659,0.2857806312991082,0.96,0.03891891891891878
180,2142,2018-04-18,2.75,17611.0,35,10001288.SH,0.04,2.672,2.643,0.1959621416926386,call,-0.8571428571428571,0.2423356619098485,1.04,564,2.65,21954.0,35,10001286.SH,0.08,2.672,2.643,0.1959621416926386,call,-0.6214285714285688,0.246756238179326,1,2731,2.55,2497.0,35,10001284.SH,0.15,2.672,2.643,0.1959621416926386,call,-0.159999999999998,0.2885804388782381,0.96,0.04114285714285701
181,2181,2018-04-26,2.75,70013.0,27,10001288.SH,0.03,2.672,2.655,0.2092490973679377,call,-1.1111111111111112,0.2235690892809629,1.04,570,2.65,47014.0,27,10001286.SH,0.07,2.672,2.655,0.2092490973679377,call,-0.7619047619047581,0.2265130804237127,1,2758,2.55,4909.0,27,10001284.SH,0.14,2.672,2.655,0.2092490973679377,call,-0.1428571428571403,0.2573832641921043,0.96,0.05333333333333317
182,2306,2018-05-16,2.8,2354.0,42,10001028.SH,0.04,2.465,2.705,0.1845355387441087,call,-0.7142857142857143,0.2040432134619355,1.04,584,2.7,1933.0,42,10001026.SH,0.08,2.465,2.705,0.1845355387441087,call,-0.7142857142857143,0.2019761254146695,1,2813,2.6,4156.0,42,10001239.SH,0.15,2.465,2.705,0.1845355387441087,call,-0.7142857142857143,0.2294313819774091,0.96,-0.02142857142857143
183,2306,2018-05-16,2.8,2354.0,42,10001028.SH,0.04,2.465,2.705,0.1845355387441087,call,-0.7142857142857143,0.2040432134619355,1.04,585,2.7,15196.0,42,10001139.SH,0.08,2.465,2.705,0.1845355387441087,call,-0.7142857142857143,0.2019761254146695,1,2813,2.6,4156.0,42,10001239.SH,0.15,2.465,2.705,0.1845355387441087,call,-0.7142857142857143,0.2294313819774091,0.96,-0.02142857142857143
184,2307,2018-05-16,2.8,16322.0,42,10001115.SH,0.04,2.465,2.705,0.1845355387441087,call,-0.7142857142857143,0.2040432134619355,1.04,584,2.7,1933.0,42,10001026.SH,0.08,2.465,2.705,0.1845355387441087,call,-0.7142857142857143,0.2019761254146695,1,2813,2.6,4156.0,42,10001239.SH,0.15,2.465,2.705,0.1845355387441087,call,-0.7142857142857143,0.2294313819774091,0.96,-0.02142857142857143
185,2307,2018-05-16,2.8,16322.0,42,10001115.SH,0.04,2.465,2.705,0.1845355387441087,call,-0.7142857142857143,0.2040432134619355,1.04,585,2.7,15196.0,42,10001139.SH,0.08,2.465,2.705,0.1845355387441087,call,-0.7142857142857143,0.2019761254146695,1,2813,2.6,4156.0,42,10001239.SH,0.15,2.465,2.705,0.1845355387441087,call,-0.7142857142857143,0.2294313819774091,0.96,-0.02142857142857143
186,2420,2018-05-24,2.75,7641.0,34,10001027.SH,0.03,2.465,2.655,0.1684137872353798,call,-0.8823529411764706,0.1980184981896877,1.04,596,2.65,6953.0,34,10001025.SH,0.06,2.465,2.655,0.1684137872353798,call,-0.8823529411764706,0.1688974118476808,1,2854,2.55,3532.0,34,10001273.SH,0.13,2.465,2.655,0.1684137872353798,call,-0.8823529411764706,0.1865211851936876,0.96,-0.03529411764705883
187,2420,2018-05-24,2.75,7641.0,34,10001027.SH,0.03,2.465,2.655,0.1684137872353798,call,-0.8823529411764706,0.1980184981896877,1.04,597,2.65,43726.0,34,10001167.SH,0.07,2.465,2.655,0.1684137872353798,call,-0.8823529411764706,0.1999864041576385,1,2854,2.55,3532.0,34,10001273.SH,0.13,2.465,2.655,0.1684137872353798,call,-0.8823529411764706,0.1865211851936876,0.96,-0.0176470588235294
