,Unnamed: 0_call,交易日期_x,行权价_call,成交量(手)_call,到期剩余天数_call,期权代码_call,收盘价_call,到期ETF收盘价_call,现期ETF收盘价_call,monthly_RV_call,option_type_call,期权收益率_call,IV_call,在值程度_call,Unnamed: 0_put,行权价_put,成交量(手)_put,到期剩余天数_put,期权代码_put,收盘价_put,到期ETF收盘价_put,现期ETF收盘价_put,monthly_RV_put,option_type_put,期权收益率_put,IV_put,在值程度_put,Return,交易日期_y,CV_22,intensity_22,size_22,sizevol_22
162,4391,2019-08-19,3.1,58929.0,37,10001801.SH,0.02,2.977,2.927,0.0,call,-1.0,0.1980882355892061,1.06,5202,2.75,41955.0,37,10001710.SH,0.02,2.977,2.927,0.0,put,-1.0,0.2239454328199028,0.94,-1.0,2019-09-09,0.0002713087487408,0,0.0,0.0
163,4397,2019-08-20,3.1,35404.0,36,10001801.SH,0.02,2.977,2.9210000000000003,0.0,call,-1.0,0.2056111128588021,1.06,5216,2.75,31576.0,36,10001710.SH,0.02,2.977,2.9210000000000003,0.0,put,-1.0,0.2224629468362927,0.94,-1.0,2019-09-09,0.0002713087487408,0,0.0,0.0
164,4403,2019-08-21,3.1,25769.0,35,10001801.SH,0.0134,2.977,2.919,0.0,call,-1.0,0.1821577101453542,1.06,5230,2.75,20424.0,35,10001710.SH,0.0143,2.977,2.919,0.0,put,-1.0,0.198425180477649,0.94,-1.0,2019-09-09,0.0002713087487408,0,0.0,0.0
165,4409,2019-08-22,3.1,33876.0,34,10001801.SH,0.0136,2.977,2.923,0.0,call,-1.0,0.1829171921493411,1.06,5244,2.75,26553.0,34,10001710.SH,0.0126,2.977,2.923,0.0,put,-1.0,0.1956312141507864,0.94,-1.0,2019-09-09,0.0002713087487408,0,0.0,0.0
166,4420,2019-08-26,3.1,83677.0,30,10001801.SH,0.0117,2.977,2.914,0.0,call,-1.0,0.192661831442058,1.06,5273,2.75,52223.0,30,10001710.SH,0.02,2.977,2.914,0.0,put,-1.0,0.2370375864987373,0.94,-1.0,2019-09-09,0.0002713087487408,0,0.0,0.0
167,4425,2019-08-27,3.1,116925.0,29,10001801.SH,0.0124,2.977,2.934,0.0,call,-1.0,0.1840420504431127,1.06,5287,2.75,59425.0,29,10001710.SH,0.01,2.977,2.934,0.0,put,-1.0,0.2042186894484162,0.94,-1.0,2019-09-09,0.0002713087487408,0,0.0,0.0
168,4431,2019-08-28,3.1,85888.0,28,10001801.SH,0.0092,2.977,2.912,0.0,call,-1.0,0.1869885449796914,1.06,5302,2.75,48465.0,28,10001710.SH,0.0109,2.977,2.912,0.0,put,-1.0,0.1965667681874036,0.94,-1.0,2019-09-09,0.0002713087487408,0,0.0,0.0
169,4443,2019-08-30,3.1,77405.0,26,10001801.SH,0.0076,2.977,2.9160000000000004,0.0,call,-1.0,0.1809260403815507,1.06,5330,2.75,59678.0,26,10001710.SH,0.0099,2.977,2.9160000000000004,0.0,put,-1.0,0.2007299121248126,0.94,-1.0,2019-09-09,0.0002713087487408,0,0.0,0.0
170,4463,2019-09-09,3.2,44795.0,44,10001947.SH,0.03,3.0,3.032,0.0,call,-1.0,0.2030690952394306,1.06,5358,2.85,17088.0,44,10001951.SH,0.02,3.0,3.032,0.0,put,-1.0,0.202619020791769,0.94,-1.0,2019-10-17,0.0002158467140243,1,0.0966636444788157,2.0276814171534463
171,4467,2019-09-10,3.2,34185.0,43,10001947.SH,0.03,3.0,3.0210000000000004,0.0,call,-1.0,0.2137567391456365,1.06,5364,2.85,11115.0,43,10001951.SH,0.02,3.0,3.0210000000000004,0.0,put,-1.0,0.1976789903028011,0.94,-1.0,2019-10-17,0.0002158467140243,1,0.0966636444788157,2.0276814171534463
172,4532,2019-10-11,3.2,64283.0,47,10001967.SH,0.02,2.988,3.032,0.0,call,-1.0,0.1654388540638685,1.06,5454,2.85,38723.0,47,10001971.SH,0.0103,2.988,3.032,0.0,put,-1.0,0.1573052083046436,0.94,-1.0,2019-11-18,0.0002396057730626,0,0.0,0.0
173,4557,2019-10-21,3.2,85493.0,37,10001967.SH,0.0072,2.988,3.016,0.0,call,-1.0,0.1432381615433096,1.06,5487,2.85,32922.0,37,10001971.SH,0.0068,2.988,3.016,0.0,put,-1.0,0.1470389094216823,0.94,-1.0,2019-11-18,0.0002396057730626,0,0.0,0.0
174,4562,2019-10-22,3.2,57262.0,36,10001967.SH,0.007,2.988,3.019,0.0,call,-1.0,0.1423549403586387,1.06,5492,2.85,23734.0,36,10001971.SH,0.0062,2.988,3.019,0.0,put,-1.0,0.1470375981201529,0.94,-1.0,2019-11-18,0.0002396057730626,0,0.0,0.0
175,4582,2019-10-28,3.2,74318.0,30,10001967.SH,0.0064,2.988,3.028,0.0,call,-1.0,0.1469248261886239,1.06,5512,2.85,36175.0,30,10001971.SH,0.0033,2.988,3.028,0.0,put,-1.0,0.1426512945042848,0.94,-1.0,2019-11-18,0.0002396057730626,0,0.0,0.0
176,4587,2019-10-29,3.2,38430.0,29,10001967.SH,0.0049,2.988,3.016,0.0,call,-1.0,0.1471929277467727,1.06,5517,2.85,17608.0,29,10001971.SH,0.0037,2.988,3.016,0.0,put,-1.0,0.1414789909369945,0.94,-1.0,2019-11-18,0.0002396057730626,0,0.0,0.0
177,4628,2019-11-12,3.2,51332.0,43,10001834.SH,0.0109,2.98,3.017,0.0,call,-1.0,0.1488927321565747,1.06,5592,2.85,16405.0,43,10001838.SH,0.0079,2.98,3.017,0.0,put,-1.0,0.1434867127877473,0.94,-1.0,2019-12-18,0.0001788149814785,0,0.0,0.0
178,4648,2019-11-18,3.2,56823.0,37,10001834.SH,0.0085,2.98,3.027,0.0,call,-1.0,0.1432379231248498,1.06,5632,2.85,27263.0,37,10001838.SH,0.0053,2.98,3.027,0.0,put,-1.0,0.143861387397468,0.94,-1.0,2019-12-18,0.0001788149814785,0,0.0,0.0
179,4694,2019-11-29,3.1,230757.0,26,10001833.SH,0.0048,2.98,2.938,0.0,call,-1.0,0.1447658278250694,1.06,5719,2.75,17119.0,26,10001836.SH,0.0024,2.98,2.938,0.0,put,-1.0,0.1538092784272432,0.94,-1.0,2019-12-18,0.0001788149814785,0,0.0,0.0
180,4722,2019-12-05,3.1,10497.0,48,10002054.SH,0.0079,3.006,2.919,0.0,call,-1.0,0.1306966352975964,1.06,5750,2.75,7134.0,48,10002057.SH,0.0058,3.006,2.919,0.0,put,-1.0,0.1305949498244523,0.94,-1.0,2020-01-20,0.0002213603348593,0,0.0,0.0
181,4729,2019-12-06,3.1,11158.0,47,10002054.SH,0.008,3.006,2.9360000000000004,0.0,call,-1.0,0.1228855697146058,1.06,5751,2.76,5378.0,47,10002020.SH,0.0042,3.006,2.9360000000000004,0.0,put,-1.0,0.1247577506709098,0.94,-1.0,2020-01-20,0.0002213603348593,0,0.0,0.0
182,4729,2019-12-06,3.1,11158.0,47,10002054.SH,0.008,3.006,2.9360000000000004,0.0,call,-1.0,0.1228855697146058,1.06,5759,2.75,3944.0,47,10002057.SH,0.004,3.006,2.9360000000000004,0.0,put,-1.0,0.1286730586192607,0.94,-1.0,2020-01-20,0.0002213603348593,0,0.0,0.0
183,4736,2019-12-09,3.1,10576.0,44,10002054.SH,0.0071,3.006,2.931,0.0,call,-1.0,0.1258896423092484,1.06,5760,2.76,3503.0,44,10002020.SH,0.0037,3.006,2.931,0.0,put,-1.0,0.1223946661056876,0.94,-1.0,2020-01-20,0.0002213603348593,0,0.0,0.0
184,4736,2019-12-09,3.1,10576.0,44,10002054.SH,0.0071,3.006,2.931,0.0,call,-1.0,0.1258896423092484,1.06,5768,2.75,4860.0,44,10002057.SH,0.0035,3.006,2.931,0.0,put,-1.0,0.1262765954696535,0.94,-1.0,2020-01-20,0.0002213603348593,0,0.0,0.0
185,4744,2019-12-10,3.1,8348.0,43,10002054.SH,0.0074,3.006,2.9330000000000003,0.0,call,-1.0,0.1277808967423438,1.06,5769,2.76,1716.0,43,10002020.SH,0.0037,3.006,2.9330000000000003,0.0,put,-1.0,0.1247365314279794,0.94,-1.0,2020-01-20,0.0002213603348593,0,0.0,0.0
186,4744,2019-12-10,3.1,8348.0,43,10002054.SH,0.0074,3.006,2.9330000000000003,0.0,call,-1.0,0.1277808967423438,1.06,5777,2.75,2973.0,43,10002057.SH,0.0036,3.006,2.9330000000000003,0.0,put,-1.0,0.1294607932107448,0.94,-1.0,2020-01-20,0.0002213603348593,0,0.0,0.0
187,4759,2019-12-12,3.1,10327.0,41,10002054.SH,0.007,3.006,2.937,0.0,call,-1.0,0.1265975067166685,1.06,5787,2.76,2793.0,41,10002020.SH,0.003,3.006,2.937,0.0,put,-1.0,0.1237420880317687,0.94,-1.0,2020-01-20,0.0002213603348593,0,0.0,0.0
188,4759,2019-12-12,3.1,10327.0,41,10002054.SH,0.007,3.006,2.937,0.0,call,-1.0,0.1265975067166685,1.06,5795,2.75,1880.0,41,10002057.SH,0.0031,3.006,2.937,0.0,put,-1.0,0.1301193049969672,0.94,-1.0,2020-01-20,0.0002213603348593,0,0.0,0.0
189,4781,2019-12-17,3.2,76731.0,36,10002055.SH,0.0091,3.006,3.025,0.0,call,-1.0,0.1496344519852995,1.06,5821,2.85,15514.0,36,10002022.SH,0.0048,3.006,3.025,0.0,put,-1.0,0.1410686727675199,0.94,-1.0,2020-01-20,0.0002213603348593,0,0.0,0.0
190,4781,2019-12-17,3.2,76731.0,36,10002055.SH,0.0091,3.006,3.025,0.0,call,-1.0,0.1496344519852995,1.06,5822,2.85,41440.0,36,10002059.SH,0.0045,3.006,3.025,0.0,put,-1.0,0.1388696201027036,0.94,-1.0,2020-01-20,0.0002213603348593,0,0.0,0.0
191,4788,2019-12-18,3.2,55366.0,35,10002055.SH,0.009,3.006,3.017,0.0,call,-1.0,0.156602827521801,1.06,5833,2.85,14662.0,35,10002022.SH,0.0048,3.006,3.017,0.0,put,-1.0,0.1383671531984805,0.94,-1.0,2020-01-20,0.0002213603348593,0,0.0,0.0
192,4788,2019-12-18,3.2,55366.0,35,10002055.SH,0.009,3.006,3.017,0.0,call,-1.0,0.156602827521801,1.06,5834,2.85,18792.0,35,10002059.SH,0.0046,3.006,3.017,0.0,put,-1.0,0.1369185226361751,0.94,-1.0,2020-01-20,0.0002213603348593,0,0.0,0.0
193,4806,2019-12-23,3.15,52647.0,30,10002017.SH,0.0077,3.006,2.979,0.0,call,-1.0,0.1566415705215335,1.06,5867,2.8,4469.0,30,10002021.SH,0.0036,3.006,2.979,0.0,put,-1.0,0.148517938337624,0.94,-1.0,2020-01-20,0.0002213603348593,0,0.0,0.0
194,4806,2019-12-23,3.15,52647.0,30,10002017.SH,0.0077,3.006,2.979,0.0,call,-1.0,0.1566415705215335,1.06,5868,2.8,7073.0,30,10002058.SH,0.0036,3.006,2.979,0.0,put,-1.0,0.148517938337624,0.94,-1.0,2020-01-20,0.0002213603348593,0,0.0,0.0
195,4822,2019-12-25,3.15,37617.0,28,10002017.SH,0.0064,3.006,2.98,0.0,call,-1.0,0.1534830027648807,1.06,5889,2.8,3685.0,28,10002021.SH,0.0023,3.006,2.98,0.0,put,-1.0,0.1400568248237371,0.94,-1.0,2020-01-20,0.0002213603348593,0,0.0,0.0
196,4822,2019-12-25,3.15,37617.0,28,10002017.SH,0.0064,3.006,2.98,0.0,call,-1.0,0.1534830027648807,1.06,5890,2.8,5420.0,28,10002058.SH,0.0023,3.006,2.98,0.0,put,-1.0,0.1400568248237371,0.94,-1.0,2020-01-20,0.0002213603348593,0,0.0,0.0
197,4849,2020-01-08,3.2,29106.0,49,10002195.SH,0.02,2.894,3.033,0.0,call,-1.0,0.1611383214889467,1.06,5928,2.85,4283.0,49,10002199.SH,0.0097,2.894,3.033,0.0,put,-1.0,0.1520647705562114,0.94,-1.0,2020-02-27,0.000475162539488,2,0.1310267951240233,3.845752374594484
198,4907,2020-02-04,2.95,4928.0,50,10001914.SH,0.03,2.687,2.785,0.0,call,-1.0,0.2045861518997251,1.06,5984,2.61,13859.0,50,10001934.SH,0.03,2.687,2.785,0.0,put,-1.0,0.2383918033509254,0.94,-1.0,2020-03-30,0.0010259741728139,3,0.1672257641516631,6.254952805898544
199,4908,2020-02-04,2.95,16312.0,50,10002070.SH,0.03,2.687,2.785,0.0,call,-1.0,0.2045861518997251,1.06,5984,2.61,13859.0,50,10001934.SH,0.03,2.687,2.785,0.0,put,-1.0,0.2383918033509254,0.94,-1.0,2020-03-30,0.0010259741728139,3,0.1672257641516631,6.254952805898544
200,4946,2020-02-06,3.0,23012.0,48,10002071.SH,0.03,2.687,2.842,0.0,call,-1.0,0.2000204979974031,1.06,6007,2.66,10243.0,48,10001930.SH,0.02,2.687,2.842,0.0,put,-1.0,0.2075310371116995,0.94,-1.0,2020-03-30,0.0010259741728139,3,0.1672257641516631,6.254952805898544
201,4961,2020-02-07,3.0,14195.0,47,10002071.SH,0.03,2.687,2.841,0.0,call,-1.0,0.2030447169519067,1.06,6020,2.66,3777.0,47,10001930.SH,0.03,2.687,2.841,0.0,put,-1.0,0.2453786563180685,0.94,-1.0,2020-03-30,0.0010259741728139,3,0.1672257641516631,6.254952805898544
202,4976,2020-02-10,3.0,17711.0,44,10002071.SH,0.03,2.687,2.839,0.0,call,-1.0,0.2118626832956374,1.06,6033,2.66,4224.0,44,10001930.SH,0.02,2.687,2.839,0.0,put,-1.0,0.2142048466410041,0.94,-1.0,2020-03-30,0.0010259741728139,3,0.1672257641516631,6.254952805898544
203,4986,2020-02-11,3.05,4688.0,43,10001915.SH,0.02,2.687,2.87,0.0,call,-1.0,0.1912273867781161,1.06,6042,2.71,6984.0,43,10001918.SH,0.02,2.687,2.87,0.0,put,0.0032555656097892,0.1996972621704042,0.94,-0.3202857055448713,2020-03-30,0.0010259741728139,3,0.1672257641516631,6.254952805898544
204,4986,2020-02-11,3.05,4688.0,43,10001915.SH,0.02,2.687,2.87,0.0,call,-1.0,0.1912273867781161,1.06,6049,2.7,18884.0,43,10002074.SH,0.02,2.687,2.87,0.0,put,-0.0099681922715457,0.2073491834314167,0.94,-0.5434866233438292,2020-03-30,0.0010259741728139,3,0.1672257641516631,6.254952805898544
205,5001,2020-02-12,3.05,4761.0,42,10001915.SH,0.02,2.687,2.883,0.0,call,-1.0,0.184094800527364,1.06,6055,2.71,2236.0,42,10001918.SH,0.02,2.687,2.883,0.0,put,0.0033332081193198,0.2110235099214315,0.94,-0.3265053118737331,2020-03-30,0.0010259741728139,3,0.1672257641516631,6.254952805898544
206,5001,2020-02-12,3.05,4761.0,42,10001915.SH,0.02,2.687,2.883,0.0,call,-1.0,0.184094800527364,1.06,6062,2.7,11573.0,42,10002074.SH,0.02,2.687,2.883,0.0,put,-0.0102043151554236,0.2186686362563371,0.94,-0.5519306286962724,2020-03-30,0.0010259741728139,3,0.1672257641516631,6.254952805898544
207,5016,2020-02-13,3.05,6069.0,41,10001915.SH,0.0146,2.687,2.869,0.0,call,-1.0,0.1755607905693649,1.06,6068,2.71,4343.0,41,10001918.SH,0.02,2.687,2.869,0.0,put,0.0034146445239622,0.2035244148932099,0.94,-0.2582919741151462,2020-03-30,0.0010259741728139,3,0.1672257641516631,6.254952805898544
208,5016,2020-02-13,3.05,6069.0,41,10001915.SH,0.0146,2.687,2.869,0.0,call,-1.0,0.1755607905693649,1.06,6075,2.7,11032.0,41,10002074.SH,0.02,2.687,2.869,0.0,put,-0.010451895725975,0.2113714816636442,0.94,-0.5114294797040663,2020-03-30,0.0010259741728139,3,0.1672257641516631,6.254952805898544
209,5029,2020-02-14,3.05,10585.0,40,10001915.SH,0.02,2.687,2.885,0.0,call,-1.0,0.1873978498707115,1.06,6081,2.71,4117.0,40,10001918.SH,0.02,2.687,2.885,0.0,put,0.003500159862704,0.2173840375944376,0.94,-0.339685424942802,2020-03-30,0.0010259741728139,3,0.1672257641516631,6.254952805898544
210,5029,2020-02-14,3.05,10585.0,40,10001915.SH,0.02,2.687,2.885,0.0,call,-1.0,0.1873978498707115,1.06,6090,2.7,16214.0,40,10002074.SH,0.02,2.687,2.885,0.0,put,-0.0107117886752439,0.2252057127988934,0.94,-0.5695601010842312,2020-03-30,0.0010259741728139,3,0.1672257641516631,6.254952805898544
211,5059,2020-02-18,3.1,33003.0,36,10002072.SH,0.0115,2.687,2.9130000000000003,0.0,call,-1.0,0.1748603767388165,1.06,6123,2.75,25703.0,36,10002075.SH,0.0145,2.687,2.9130000000000003,0.0,put,0.0416491400269583,0.1924824215509891,0.94,1.0907687548689156,2020-03-30,0.0010259741728139,3,0.1672257641516631,6.254952805898544
212,5072,2020-02-19,3.1,30326.0,35,10002072.SH,0.0117,2.687,2.9130000000000003,0.0,call,-1.0,0.1784429717263876,1.06,6138,2.75,19684.0,35,10002075.SH,0.02,2.687,2.9130000000000003,0.0,put,0.0333262079055374,0.2194218001711368,0.94,0.8016468834685029,2020-03-30,0.0010259741728139,3,0.1672257641516631,6.254952805898544
213,5078,2020-02-20,3.15,16279.0,34,10001916.SH,0.0121,2.687,2.967,0.0,call,-1.0,0.177233892111659,1.06,6145,2.8,5622.0,34,10001920.SH,0.02,2.687,2.967,0.0,put,0.052250333328957,0.2217276643059849,0.94,2.0357825259970945,2020-03-30,0.0010259741728139,3,0.1672257641516631,6.254952805898544
214,5078,2020-02-20,3.15,16279.0,34,10001916.SH,0.0121,2.687,2.967,0.0,call,-1.0,0.177233892111659,1.06,6146,2.8,36017.0,34,10002076.SH,0.02,2.687,2.967,0.0,put,0.052250333328957,0.2217276643059849,0.94,2.0357825259970945,2020-03-30,0.0010259741728139,3,0.1672257641516631,6.254952805898544
215,5107,2020-02-24,3.1,65049.0,30,10002072.SH,0.02,2.687,2.924,0.0,call,-1.0,0.2236007989361286,1.06,6178,2.76,6097.0,30,10001919.SH,0.02,2.687,2.924,0.0,put,0.0441024034575048,0.2362190363213122,0.94,0.8249999999999988,2020-03-30,0.0010259741728139,3,0.1672257641516631,6.254952805898544
216,5107,2020-02-24,3.1,65049.0,30,10002072.SH,0.02,2.687,2.924,0.0,call,-1.0,0.2236007989361286,1.06,6187,2.75,22775.0,30,10002075.SH,0.02,2.687,2.924,0.0,put,0.0389875698013058,0.2451933455701172,0.94,0.5750000000000042,2020-03-30,0.0010259741728139,3,0.1672257641516631,6.254952805898544
217,5192,2020-03-10,3.1,25433.0,43,10002340.SH,0.04,2.79,2.911,0.0,call,-1.0,0.2602596040968597,1.06,6282,2.75,14484.0,43,10002343.SH,0.04,2.79,2.911,0.0,put,-1.0,0.2664505566402674,0.94,-1.0,2020-04-30,0.0002969697068673,1,0.0920619431457086,1.7883657691852346
218,5274,2020-03-23,2.7,81300.0,30,10002333.SH,0.05,2.79,2.553,0.0,call,0.0197860891980146,0.354119766154945,1.06,6319,2.4,64763.0,30,10002399.SH,0.05,2.79,2.553,0.0,put,-1.0,0.394421307359755,0.94,-0.1000000000000014,2020-04-30,0.0002969697068673,1,0.0920619431457086,1.7883657691852346
219,5513,2020-05-14,3.0,14955.0,41,10002089.SH,0.0122,2.958,2.8310000000000004,0.0,call,-1.0,0.1599678656647205,1.06,6539,2.65,8040.0,41,10002298.SH,0.02,2.958,2.8310000000000004,0.0,put,-1.0,0.2237146437507271,0.94,-1.0,2020-06-04,0.0002470037406381,0,0.0,0.0
220,5547,2020-05-18,3.0,19367.0,37,10002089.SH,0.0104,2.958,2.833,0.0,call,-1.0,0.1589327123164832,1.06,6561,2.65,15491.0,37,10002298.SH,0.0124,2.958,2.833,0.0,put,-1.0,0.2005077061201929,0.94,-1.0,2020-06-04,0.0002470037406381,0,0.0,0.0
221,5623,2020-05-25,2.95,3333.0,30,10001993.SH,0.0069,2.958,2.78,0.0,call,0.0049428467641547,0.1619736801677942,1.06,6619,2.6,20279.0,30,10002297.SH,0.0118,2.958,2.78,0.0,put,-1.0,0.2198871930048465,0.94,-0.5721925133689836,2020-06-04,0.0002470037406381,0,0.0,0.0
222,5624,2020-05-25,2.95,26102.0,30,10002088.SH,0.0072,2.958,2.78,0.0,call,0.0035181915469957,0.1639272810281515,1.06,6619,2.6,20279.0,30,10002297.SH,0.0118,2.958,2.78,0.0,put,-1.0,0.2198871930048465,0.94,-0.5789473684210522,2020-06-04,0.0002470037406381,0,0.0,0.0
223,5734,2020-06-09,3.1,5570.0,43,10002565.SH,0.0106,3.334,2.923,0.0,call,0.0746170348891113,0.1488961296196281,1.06,6694,2.75,9308.0,43,10002539.SH,0.02,3.334,2.923,0.0,put,-1.0,0.2058168083850741,0.94,3.134199817182993,2020-07-08,0.0005171196915595,2,0.1622678035997298,5.858850038965032
224,5773,2020-06-19,3.1,20045.0,33,10002565.SH,0.0092,3.334,2.927,0.0,call,0.1030335652134091,0.161146487321198,1.06,6735,2.75,32839.0,33,10002539.SH,0.0144,3.334,2.927,0.0,put,-1.0,0.2103954560934602,0.94,7.04879334240756,2020-07-08,0.0005171196915595,2,0.1622678035997298,5.858850038965032
225,5777,2020-06-22,3.1,48056.0,30,10002565.SH,0.0098,3.334,2.924,0.0,call,0.1115602114753175,0.1749488895920515,1.06,6741,2.75,29673.0,30,10002539.SH,0.02,3.334,2.924,0.0,put,-1.0,0.2451933455701172,0.94,6.85234899328859,2020-07-08,0.0005171196915595,2,0.1622678035997298,5.858850038965032
226,5782,2020-06-23,3.1,27388.0,29,10002565.SH,0.0094,3.334,2.93,0.0,call,0.1172258241262089,0.1713208758878708,1.06,6747,2.75,19330.0,29,10002539.SH,0.02,3.334,2.93,0.0,put,-1.0,0.2541478064821362,0.94,7.549347283975399,2020-07-08,0.0005171196915595,2,0.1622678035997298,5.858850038965032
227,5790,2020-07-07,3.6,53857.0,50,10002655.SH,0.08,3.323,3.402,0.0,call,-1.0,0.3022231305832713,1.06,6764,3.2,19877.0,50,10002601.SH,0.06,3.323,3.402,0.0,put,-1.0,0.2909524939380139,0.94,-1.0,2020-08-07,0.0011372032616273,3,0.1728237557833905,6.899700180362708
228,5823,2020-07-16,3.4,101823.0,41,10002625.SH,0.06,3.323,3.2060000000000004,0.0,call,-1.0,0.3006648573317229,1.06,6827,3.0,38698.0,41,10002599.SH,0.05,3.323,3.2060000000000004,0.0,put,-1.0,0.3136220661622584,0.94,-1.0,2020-08-07,0.0011372032616273,3,0.1728237557833905,6.899700180362708
229,5861,2020-07-24,3.4,241921.0,33,10002625.SH,0.04,3.323,3.2,0.0,call,-1.0,0.2802068249391317,1.06,6873,3.0,171618.0,33,10002599.SH,0.04,3.323,3.2,0.0,put,-1.0,0.3093960989606678,0.94,-1.0,2020-08-07,0.0011372032616273,3,0.1728237557833905,6.899700180362708
230,5882,2020-07-29,3.5,154227.0,28,10002639.SH,0.04,3.323,3.2910000000000004,0.0,call,-1.0,0.3037504690396487,1.06,6895,3.1,105641.0,28,10002600.SH,0.03,3.323,3.2910000000000004,0.0,put,-1.0,0.2797605055822133,0.94,-1.0,2020-08-07,0.0011372032616273,3,0.1728237557833905,6.899700180362708
231,5894,2020-07-31,3.5,179544.0,26,10002639.SH,0.03,3.323,3.295,0.0,call,-1.0,0.2752685229839981,1.06,6911,3.1,163590.0,26,10002600.SH,0.03,3.323,3.295,0.0,put,-1.0,0.2932266186153888,0.94,-1.0,2020-08-07,0.0011372032616273,3,0.1728237557833905,6.899700180362708
232,5917,2020-08-07,3.5,17633.0,47,10002641.SH,0.06,3.325,3.3080000000000003,0.0,call,-1.0,0.2700336284647584,1.06,6967,3.1,13499.0,47,10002245.SH,0.06,3.325,3.3080000000000003,0.0,put,-1.0,0.3128288181438894,0.94,-1.0,2020-09-08,0.0005893709620855,0,0.0,0.0
233,5929,2020-08-11,3.5,24756.0,43,10002641.SH,0.05,3.325,3.307,0.0,call,-1.0,0.2582124835956097,1.06,6999,3.1,15659.0,43,10002245.SH,0.05,3.325,3.307,0.0,put,-1.0,0.2978351878404915,0.94,-1.0,2020-09-08,0.0005893709620855,0,0.0,0.0
234,5935,2020-08-12,3.5,30810.0,42,10002641.SH,0.05,3.325,3.297,0.0,call,-1.0,0.2688892198572755,1.06,7015,3.1,30249.0,42,10002245.SH,0.05,3.325,3.297,0.0,put,-1.0,0.2942962234310805,0.94,-1.0,2020-09-08,0.0005893709620855,0,0.0,0.0
235,5968,2020-08-20,3.5,64513.0,34,10002641.SH,0.04,3.325,3.312,0.0,call,-1.0,0.2580821879072786,1.06,7113,3.1,32079.0,34,10002245.SH,0.03,3.325,3.312,0.0,put,-1.0,0.2696019718431234,0.94,-1.0,2020-09-08,0.0005893709620855,0,0.0,0.0
236,6018,2020-09-10,3.5,38683.0,48,10002777.SH,0.04,3.364,3.2960000000000003,0.0,call,-1.0,0.2260385084792971,1.06,7232,3.1,15325.0,48,10002782.SH,0.05,3.364,3.2960000000000003,0.0,put,-1.0,0.2755037227946819,0.94,-1.0,2020-10-16,0.0003519297555072,0,0.0,0.0
237,6023,2020-09-11,3.5,22409.0,47,10002777.SH,0.05,3.364,3.313,0.0,call,-1.0,0.2421530929741859,1.06,7236,3.1,13480.0,47,10002782.SH,0.04,3.364,3.313,0.0,put,-1.0,0.2613438120432198,0.94,-1.0,2020-10-16,0.0003519297555072,0,0.0,0.0
238,6043,2020-09-17,3.5,46638.0,41,10002777.SH,0.03,3.364,3.314,0.0,call,-1.0,0.2041981258562505,1.06,7252,3.1,33170.0,41,10002782.SH,0.03,3.364,3.314,0.0,put,-1.0,0.2477465092524886,0.94,-1.0,2020-10-16,0.0003519297555072,0,0.0,0.0
239,6048,2020-09-18,3.6,87429.0,40,10002778.SH,0.04,3.364,3.406,0.0,call,-1.0,0.2343930489416122,1.06,7257,3.2,81087.0,40,10002783.SH,0.03,3.364,3.406,0.0,put,-1.0,0.2382738458178937,0.94,-1.0,2020-10-16,0.0003519297555072,0,0.0,0.0
240,6076,2020-09-28,3.5,96058.0,30,10002777.SH,0.03,3.364,3.302,0.0,call,-1.0,0.2500745463041066,1.06,7282,3.1,47317.0,30,10002782.SH,0.03,3.364,3.302,0.0,put,-1.0,0.2789111398188472,0.94,-1.0,2020-10-16,0.0003519297555072,0,0.0,0.0
241,6081,2020-09-29,3.5,89706.0,29,10002777.SH,0.03,3.364,3.295,0.0,call,-1.0,0.2601587530883253,1.06,7286,3.1,36453.0,29,10002782.SH,0.03,3.364,3.295,0.0,put,-1.0,0.2781494524441063,0.94,-1.0,2020-10-16,0.0003519297555072,0,0.0,0.0
242,6114,2020-10-19,3.6,65369.0,37,10002822.SH,0.03,3.468,3.409,0.0,call,-1.0,0.2127282615142762,1.06,7324,3.2,43101.0,37,10002827.SH,0.02,3.468,3.409,0.0,put,-1.0,0.2137011280398666,0.94,-1.0,2020-11-17,0.0003645458371713,0,0.0,0.0
243,6118,2020-10-20,3.6,29244.0,36,10002822.SH,0.03,3.468,3.412,0.0,call,-1.0,0.2136824717953801,1.06,7329,3.2,20357.0,36,10002827.SH,0.02,3.468,3.412,0.0,put,-1.0,0.2183476654047071,0.94,-1.0,2020-11-17,0.0003645458371713,0,0.0,0.0
244,6130,2020-10-23,3.6,57787.0,33,10002822.SH,0.03,3.468,3.408,0.0,call,-1.0,0.2266055271815359,1.06,7344,3.2,40764.0,33,10002827.SH,0.02,3.468,3.408,0.0,put,-1.0,0.2250679665336906,0.94,-1.0,2020-11-17,0.0003645458371713,0,0.0,0.0
245,6170,2020-11-06,3.6,13020.0,47,10002659.SH,0.04,3.491,3.408,0.0,call,-1.0,0.2139729250841439,1.06,7420,3.2,12752.0,47,10002572.SH,0.03,3.491,3.408,0.0,put,-1.0,0.2218788812141716,0.94,-1.0,2020-12-17,0.0004012554536521,1,0.0626042883554204,0.7799665276541533
