,Unnamed: 0_call,交易日期_x,行权价_call,成交量(手)_call,到期剩余天数_call,期权代码_call,收盘价_call,到期ETF收盘价_call,现期ETF收盘价_call,monthly_RV_call,option_type_call,期权收益率_call,IV_call,在值程度_call,Unnamed: 0_put,行权价_put,成交量(手)_put,到期剩余天数_put,期权代码_put,收盘价_put,到期ETF收盘价_put,现期ETF收盘价_put,monthly_RV_put,option_type_put,期权收益率_put,IV_put,在值程度_put,Return,交易日期_y,CV_22,intensity_22,size_22,sizevol_22
80,1412,2017-07-11,2.7,22598.0,43,10000947.SH,0.02,2.708,2.604,0.0,call,-0.0210836523049756,0.1459975571934879,1.04,1484,2.5,15577.0,43,10000939.SH,0.0125,2.708,2.604,0.0,put,-1.0,0.1413531059901714,0.96,-0.6239371467775188,2017-08-14,0.0003663758722317,1,0.067105524169803,0.8736436693172588
81,1414,2017-07-12,2.7,39972.0,42,10000947.SH,0.02,2.708,2.597,0.0,call,-0.0215801885572757,0.1541856815707981,1.04,1488,2.5,20792.0,42,10000939.SH,0.02,2.708,2.597,0.0,put,-1.0,0.1672235950500071,0.96,-0.683236078246684,2017-08-14,0.0003663758722317,1,0.067105524169803,0.8736436693172588
82,1428,2017-07-24,2.8,52621.0,30,10000963.SH,0.02,2.708,2.7,0.0,call,-1.0,0.1744989939582347,1.04,1532,2.6,38035.0,30,10000941.SH,0.0112,2.708,2.7,0.0,put,-1.0,0.151100606304407,0.96,-1.0,2017-08-14,0.0003663758722317,1,0.067105524169803,0.8736436693172588
83,1445,2017-08-10,2.75,20239.0,48,10000957.SH,0.02,2.7110000000000003,2.655,0.0,call,-1.0,0.1340010555470884,1.04,1585,2.55,17607.0,48,10000914.SH,0.011,2.7110000000000003,2.655,0.0,put,-1.0,0.1265230605525672,0.96,-1.0,2017-09-13,0.0002455124228985,0,0.0,0.0
84,1458,2017-08-15,2.75,19510.0,43,10000957.SH,0.02,2.7110000000000003,2.651,0.0,call,-1.0,0.1458124252593815,1.04,1611,2.55,13086.0,43,10000914.SH,0.0113,2.7110000000000003,2.651,0.0,put,-1.0,0.1313998505450486,0.96,-1.0,2017-09-13,0.0002455124228985,0,0.0,0.0
85,1466,2017-08-17,2.75,15512.0,41,10000957.SH,0.02,2.7110000000000003,2.652,0.0,call,-1.0,0.148721666911602,1.04,1629,2.55,10191.0,41,10000914.SH,0.0088,2.7110000000000003,2.652,0.0,put,-1.0,0.1235892617989778,0.96,-1.0,2017-09-13,0.0002455124228985,0,0.0,0.0
86,1484,2017-08-24,2.8,45929.0,34,10000965.SH,0.0095,2.7110000000000003,2.698,0.0,call,-1.0,0.1217368695748448,1.04,1677,2.6,31489.0,34,10000922.SH,0.0077,2.7110000000000003,2.698,0.0,put,-1.0,0.1234303558954596,0.96,-1.0,2017-09-13,0.0002455124228985,0,0.0,0.0
87,1554,2017-10-09,2.85,17682.0,44,10001021.SH,0.02,3.067,2.75,0.0,call,0.055680486606954,0.1394693617385625,1.04,1809,2.65,5491.0,44,10001017.SH,0.0075,3.067,2.75,0.0,put,-1.0,0.10813640773952,0.96,3.089568879429152,2017-11-21,0.0002485487930537,1,0.0556218470584586,0.5847477838503005
88,1580,2017-11-08,3.0,27297.0,49,10001045.SH,0.0092,2.834,2.874,0.0,call,-1.0,0.1066127945715785,1.04,1893,2.75,9137.0,49,10000960.SH,0.0053,2.834,2.874,0.0,put,-1.0,0.1027415940383076,0.96,-1.0,2017-12-21,0.0004542811402133,0,0.0,0.0
89,1597,2017-11-22,3.2,165037.0,35,10001061.SH,0.02,2.834,3.067,0.0,call,-1.0,0.1662514437797964,1.04,2047,2.95,72405.0,35,10001038.SH,0.0143,2.834,3.067,0.0,put,0.0616342299507142,0.1495941592655778,0.96,1.8416398252611936,2017-12-21,0.0004542811402133,0,0.0,0.0
90,1644,2017-12-06,3.0,9966.0,49,10001099.SH,0.03,3.172,2.8710000000000004,0.0,call,0.0362813872031047,0.1755301537972688,1.04,2171,2.75,11529.0,49,10001128.SH,0.02,3.172,2.8710000000000004,0.0,put,-1.0,0.1593110228077173,0.96,1.1306159257295283,2018-01-23,0.0003423232260527,0,0.0,0.0
91,1681,2017-12-14,2.95,4175.0,41,10001074.SH,0.03,3.172,2.85,0.0,call,0.050027742628119,0.1709316577520966,1.04,2189,2.75,10912.0,41,10001128.SH,0.02,3.172,2.85,0.0,put,-1.0,0.1568852937921583,0.96,1.976424400419904,2018-01-23,0.0003423232260527,0,0.0,0.0
92,1682,2017-12-14,2.95,9345.0,41,10001098.SH,0.03,3.172,2.85,0.0,call,0.050027742628119,0.1709316577520966,1.04,2189,2.75,10912.0,41,10001128.SH,0.02,3.172,2.85,0.0,put,-1.0,0.1568852937921583,0.96,1.976424400419904,2018-01-23,0.0003423232260527,0,0.0,0.0
93,1714,2017-12-20,3.0,17402.0,35,10001099.SH,0.02,3.172,2.8760000000000003,0.0,call,0.06340807974924,0.1703083126887083,1.04,2203,2.75,13803.0,35,10001128.SH,0.0113,3.172,2.8760000000000003,0.0,put,-1.0,0.1532385046342611,0.96,3.3079642810092533,2018-01-23,0.0003423232260527,0,0.0,0.0
94,1726,2017-12-22,3.0,24460.0,33,10001099.SH,0.02,3.172,2.878,0.0,call,0.0673777239494428,0.1739439557836055,1.04,2213,2.75,6536.0,33,10001128.SH,0.0066,3.172,2.878,0.0,put,-1.0,0.1339794190718531,0.96,4.4569709986089485,2018-01-23,0.0003423232260527,0,0.0,0.0
95,1732,2017-12-25,3.0,31973.0,30,10001099.SH,0.02,3.172,2.8760000000000003,0.0,call,0.0743602914990342,0.1847679750488698,1.04,2218,2.75,14150.0,30,10001128.SH,0.0069,3.172,2.8760000000000003,0.0,put,-1.0,0.1405242442143559,0.96,5.394052044609671,2018-01-23,0.0003423232260527,0,0.0,0.0
96,1836,2018-02-06,3.24,9740.0,50,10001069.SH,0.05,2.688,3.11,0.0,call,-1.0,0.2105612165277004,1.04,2408,3.0,22655.0,50,10001114.SH,0.05,2.688,3.11,0.0,put,0.0372983612664368,0.2186077799444497,0.96,0.9792140096915948,2018-03-01,0.0008721553590375,2,0.127665092067798,3.626491440544421
97,1842,2018-02-07,3.14,18899.0,49,10001063.SH,0.07,2.688,3.023,0.0,call,-1.0,0.2576595911871195,1.04,2424,2.9,7892.0,49,10001040.SH,0.04,2.688,3.023,0.0,put,0.0346206451165094,0.2110881213240624,0.96,0.4943592135088026,2018-03-01,0.0008721553590375,2,0.127665092067798,3.626491440544421
98,1842,2018-02-07,3.14,18899.0,49,10001063.SH,0.07,2.688,3.023,0.0,call,-1.0,0.2576595911871195,1.04,2425,2.9,20673.0,49,10001112.SH,0.04,2.688,3.023,0.0,put,0.0346206451165094,0.2110881213240624,0.96,0.4943592135088026,2018-03-01,0.0008721553590375,2,0.127665092067798,3.626491440544421
99,1878,2018-02-12,2.9,1936.0,44,10001039.SH,0.07,2.688,2.8,0.0,call,-1.0,0.2789307497371733,1.04,2460,2.7,3556.0,44,10000977.SH,0.07,2.688,2.8,0.0,put,-0.0392889185964772,0.3048932087179124,0.96,-0.8127006458655911,2018-03-01,0.0008721553590375,2,0.127665092067798,3.626491440544421
100,1878,2018-02-12,2.9,1936.0,44,10001039.SH,0.07,2.688,2.8,0.0,call,-1.0,0.2789307497371733,1.04,2461,2.7,8664.0,44,10001138.SH,0.07,2.688,2.8,0.0,put,-0.0392889185964772,0.3048932087179124,0.96,-0.8127006458655911,2018-03-01,0.0008721553590375,2,0.127665092067798,3.626491440544421
101,1879,2018-02-12,2.9,15533.0,44,10001107.SH,0.07,2.688,2.8,0.0,call,-1.0,0.2789307497371733,1.04,2460,2.7,3556.0,44,10000977.SH,0.07,2.688,2.8,0.0,put,-0.0392889185964772,0.3048932087179124,0.96,-0.8127006458655911,2018-03-01,0.0008721553590375,2,0.127665092067798,3.626491440544421
102,1879,2018-02-12,2.9,15533.0,44,10001107.SH,0.07,2.688,2.8,0.0,call,-1.0,0.2789307497371733,1.04,2461,2.7,8664.0,44,10001138.SH,0.07,2.688,2.8,0.0,put,-0.0392889185964772,0.3048932087179124,0.96,-0.8127006458655911,2018-03-01,0.0008721553590375,2,0.127665092067798,3.626491440544421
103,1918,2018-02-22,3.04,4124.0,34,10001055.SH,0.04,2.688,2.925,0.0,call,-1.0,0.2295145304152965,1.04,2503,2.8,1861.0,34,10000986.SH,0.04,2.688,2.925,0.0,put,0.0307461155536552,0.2611366860061884,0.96,0.3456635910201751,2018-03-01,0.0008721553590375,2,0.127665092067798,3.626491440544421
104,1918,2018-02-22,3.04,4124.0,34,10001055.SH,0.04,2.688,2.925,0.0,call,-1.0,0.2295145304152965,1.04,2504,2.8,15585.0,34,10001110.SH,0.04,2.688,2.925,0.0,put,0.0307461155536552,0.2611366860061884,0.96,0.3456635910201751,2018-03-01,0.0008721553590375,2,0.127665092067798,3.626491440544421
105,1947,2018-02-27,3.04,7794.0,29,10001055.SH,0.03,2.688,2.92,0.0,call,-1.0,0.219512160767436,1.04,2556,2.8,4515.0,29,10000986.SH,0.03,2.688,2.92,0.0,put,0.0464716678546088,0.2394465070128739,0.96,0.9072775742025304,2018-03-01,0.0008721553590375,2,0.127665092067798,3.626491440544421
106,1947,2018-02-27,3.04,7794.0,29,10001055.SH,0.03,2.688,2.92,0.0,call,-1.0,0.219512160767436,1.04,2557,2.8,13149.0,29,10001110.SH,0.03,2.688,2.92,0.0,put,0.0464716678546088,0.2394465070128739,0.96,0.9072775742025304,2018-03-01,0.0008721553590375,2,0.127665092067798,3.626491440544421
107,1962,2018-02-28,3.0,42377.0,28,10001109.SH,0.03,2.688,2.8710000000000004,0.0,call,-1.0,0.2359853266260027,1.04,2571,2.75,2784.0,28,10000978.SH,0.03,2.688,2.8710000000000004,0.0,put,0.0262653320482462,0.2487270051687956,0.96,0.035756370968861,2018-03-01,0.0008721553590375,2,0.127665092067798,3.626491440544421
108,1962,2018-02-28,3.0,42377.0,28,10001109.SH,0.03,2.688,2.8710000000000004,0.0,call,-1.0,0.2359853266260027,1.04,2572,2.75,21405.0,28,10001130.SH,0.03,2.688,2.8710000000000004,0.0,put,0.0262653320482462,0.2487270051687956,0.96,0.035756370968861,2018-03-01,0.0008721553590375,2,0.127665092067798,3.626491440544421
109,2000,2018-03-07,3.0,4665.0,49,10001254.SH,0.04,2.693,2.8710000000000004,0.0,call,-1.0,0.2033320708006918,1.04,2614,2.75,3051.0,49,10001258.SH,0.04,2.693,2.8710000000000004,0.0,put,0.0072541812132793,0.2204315023487806,0.96,-0.1874159621128988,2018-04-02,0.0004386280890118,3,0.0985802263553649,2.1024025807760967
110,2016,2018-03-13,3.0,4656.0,43,10001254.SH,0.04,2.693,2.873,0.0,call,-1.0,0.2162080385410189,1.04,2634,2.75,5147.0,43,10001258.SH,0.04,2.693,2.873,0.0,put,0.0082705675379417,0.2360146520965695,0.96,-0.2106097302640507,2018-04-02,0.0004386280890118,3,0.0985802263553649,2.1024025807760967
111,2128,2018-04-16,2.75,13107.0,37,10001288.SH,0.05,2.672,2.655,0.0,call,-1.0,0.2544919039243757,1.04,2724,2.55,9880.0,37,10001293.SH,0.05,2.672,2.655,0.0,put,-1.0,0.2890495271980762,0.96,-1.0,2018-05-08,0.0005294581375919,3,0.1219992564017418,3.234845278054195
112,2142,2018-04-18,2.75,17611.0,35,10001288.SH,0.04,2.672,2.643,0.0,call,-1.0,0.2423356619098485,1.04,2731,2.55,13511.0,35,10001293.SH,0.04,2.672,2.643,0.0,put,-1.0,0.2491809539164305,0.96,-1.0,2018-05-08,0.0005294581375919,3,0.1219992564017418,3.234845278054195
113,2181,2018-04-26,2.75,70013.0,27,10001288.SH,0.03,2.672,2.655,0.0,call,-1.0,0.2235690892809629,1.04,2758,2.55,32776.0,27,10001293.SH,0.02,2.672,2.655,0.0,put,-1.0,0.2103111155632734,0.96,-1.0,2018-05-08,0.0005294581375919,3,0.1219992564017418,3.234845278054195
114,2306,2018-05-16,2.8,2354.0,42,10001028.SH,0.04,2.465,2.705,0.0,call,-1.0,0.2040432134619355,1.04,2813,2.6,11081.0,42,10001240.SH,0.03,2.465,2.705,0.0,put,0.0364603170057884,0.2027302430033087,0.96,0.5985999905173078,2018-06-07,0.0003349285302754,0,0.0,0.0
115,2307,2018-05-16,2.8,16322.0,42,10001115.SH,0.04,2.465,2.705,0.0,call,-1.0,0.2040432134619355,1.04,2813,2.6,11081.0,42,10001240.SH,0.03,2.465,2.705,0.0,put,0.0364603170057884,0.2027302430033087,0.96,0.5985999905173078,2018-06-07,0.0003349285302754,0,0.0,0.0
116,2420,2018-05-24,2.75,7641.0,34,10001027.SH,0.03,2.465,2.655,0.0,call,-1.0,0.1980184981896877,1.04,2854,2.55,28536.0,34,10001274.SH,0.0146,2.465,2.655,0.0,put,0.0531783995236578,0.1652391786037088,0.96,0.766578742876715,2018-06-07,0.0003349285302754,0,0.0,0.0
117,2421,2018-05-24,2.75,52425.0,34,10001131.SH,0.03,2.465,2.655,0.0,call,-1.0,0.1980184981896877,1.04,2854,2.55,28536.0,34,10001274.SH,0.0146,2.465,2.655,0.0,put,0.0531783995236578,0.1652391786037088,0.96,0.766578742876715,2018-06-07,0.0003349285302754,0,0.0,0.0
118,2442,2018-05-25,2.75,6716.0,33,10001027.SH,0.02,2.465,2.654,0.0,call,-1.0,0.1650751467033028,1.04,2858,2.55,22942.0,33,10001274.SH,0.0145,2.465,2.654,0.0,put,0.0550529846593415,0.1662318338614702,0.96,1.2698640471890863,2018-06-07,0.0003349285302754,0,0.0,0.0
119,2443,2018-05-25,2.75,57937.0,33,10001131.SH,0.02,2.465,2.654,0.0,call,-1.0,0.1650751467033028,1.04,2858,2.55,22942.0,33,10001274.SH,0.0145,2.465,2.654,0.0,put,0.0550529846593415,0.1662318338614702,0.96,1.2698640471890863,2018-06-07,0.0003349285302754,0,0.0,0.0
120,2484,2018-05-29,2.75,6348.0,29,10001027.SH,0.02,2.465,2.655,0.0,call,-1.0,0.1757211269836425,1.04,2868,2.55,34966.0,29,10001274.SH,0.0136,2.465,2.655,0.0,put,0.0652318385683392,0.1731841161519288,0.96,1.612034726736923,2018-06-07,0.0003349285302754,0,0.0,0.0
121,2485,2018-05-29,2.75,47596.0,29,10001131.SH,0.02,2.465,2.655,0.0,call,-1.0,0.1757211269836425,1.04,2868,2.55,34966.0,29,10001274.SH,0.0136,2.465,2.655,0.0,put,0.0652318385683392,0.1731841161519288,0.96,1.612034726736923,2018-06-07,0.0003349285302754,0,0.0,0.0
122,2506,2018-05-30,2.7,13240.0,28,10001026.SH,0.03,2.465,2.6010000000000004,0.0,call,-1.0,0.2283751882000863,1.04,2872,2.5,51245.0,28,10001280.SH,0.02,2.465,2.6010000000000004,0.0,put,0.0201873410634043,0.206498685180366,0.96,-0.3176084909438991,2018-06-07,0.0003349285302754,0,0.0,0.0
123,2507,2018-05-30,2.7,73166.0,28,10001139.SH,0.03,2.465,2.6010000000000004,0.0,call,-1.0,0.2283751882000863,1.04,2872,2.5,51245.0,28,10001280.SH,0.02,2.465,2.6010000000000004,0.0,put,0.0201873410634043,0.206498685180366,0.96,-0.3176084909438991,2018-06-07,0.0003349285302754,0,0.0,0.0
124,2530,2018-05-31,2.75,10432.0,27,10001027.SH,0.02,2.465,2.651,0.0,call,-1.0,0.1868847137404084,1.04,2875,2.55,42945.0,27,10001274.SH,0.02,2.465,2.651,0.0,put,0.0550515116668854,0.2061576275734901,0.96,1.3106392661983612,2018-06-07,0.0003349285302754,0,0.0,0.0
125,2531,2018-05-31,2.75,49628.0,27,10001131.SH,0.02,2.465,2.651,0.0,call,-1.0,0.1868847137404084,1.04,2875,2.55,42945.0,27,10001274.SH,0.02,2.465,2.651,0.0,put,0.0550515116668854,0.2061576275734901,0.96,1.3106392661983612,2018-06-07,0.0003349285302754,0,0.0,0.0
126,2552,2018-06-01,2.75,6952.0,26,10001027.SH,0.02,2.465,2.643,0.0,call,-1.0,0.1995309652946293,1.04,2880,2.55,39608.0,26,10001274.SH,0.02,2.465,2.643,0.0,put,0.0572283612134254,0.2013167791638374,0.96,1.3862824508149472,2018-07-10,0.0007350456924153,2,0.1091984206425279,2.557839089541662
127,2553,2018-06-01,2.75,35473.0,26,10001131.SH,0.02,2.465,2.643,0.0,call,-1.0,0.1995309652946293,1.04,2880,2.55,39608.0,26,10001274.SH,0.02,2.465,2.643,0.0,put,0.0572283612134254,0.2013167791638374,0.96,1.3862824508149472,2018-07-10,0.0007350456924153,2,0.1091984206425279,2.557839089541662
128,2573,2018-06-05,2.8,3619.0,50,10001342.SH,0.04,2.609,2.696,0.0,call,-1.0,0.1940385490363985,1.04,2887,2.6,5715.0,50,10001347.SH,0.03,2.609,2.696,0.0,put,-1.0,0.1797093909807204,0.96,-1.0,2018-07-10,0.0007350456924153,2,0.1091984206425279,2.557839089541662
129,2585,2018-06-08,2.75,7645.0,47,10001341.SH,0.04,2.609,2.652,0.0,call,-1.0,0.1986981696142256,1.04,2904,2.55,7243.0,47,10001346.SH,0.03,2.609,2.652,0.0,put,-1.0,0.1934269758844673,0.96,-1.0,2018-07-10,0.0007350456924153,2,0.1091984206425279,2.557839089541662
130,2623,2018-06-21,2.7,35959.0,34,10001340.SH,0.02,2.609,2.592,0.0,call,-1.0,0.1775928907076417,1.04,2945,2.5,13738.0,34,10001345.SH,0.03,2.609,2.592,0.0,put,-1.0,0.2192123495541215,0.96,-1.0,2018-07-10,0.0007350456924153,2,0.1091984206425279,2.557839089541662
131,2629,2018-06-22,2.7,26896.0,33,10001340.SH,0.03,2.609,2.5980000000000003,0.0,call,-1.0,0.2127874488969445,1.04,2949,2.5,21142.0,33,10001345.SH,0.02,2.609,2.5980000000000003,0.0,put,-1.0,0.1881415366517305,0.96,-1.0,2018-07-10,0.0007350456924153,2,0.1091984206425279,2.557839089541662
132,2635,2018-06-25,2.65,48131.0,30,10001339.SH,0.03,2.609,2.548,0.0,call,-1.0,0.2281313457202315,1.04,2952,2.45,19967.0,30,10001344.SH,0.02,2.609,2.548,0.0,put,-1.0,0.2006452139669358,0.96,-1.0,2018-07-10,0.0007350456924153,2,0.1091984206425279,2.557839089541662
133,2658,2018-06-28,2.55,74862.0,27,10001337.SH,0.03,2.609,2.441,0.0,call,0.0253660101606558,0.2598524449719787,1.04,2963,2.35,66022.0,27,10001366.SH,0.03,2.609,2.441,0.0,put,-1.0,0.2583524352315665,0.96,-0.0185012863937558,2018-07-10,0.0007350456924153,2,0.1091984206425279,2.557839089541662
134,2667,2018-06-29,2.6,60507.0,26,10001338.SH,0.02,2.609,2.495,0.0,call,-0.0302450172253654,0.2092192782261968,1.04,2967,2.4,63945.0,26,10001356.SH,0.02,2.609,2.495,0.0,put,-1.0,0.2156620602678656,0.96,-0.8211379145467314,2018-07-10,0.0007350456924153,2,0.1091984206425279,2.557839089541662
135,2699,2018-07-09,2.6,8091.0,44,10001392.SH,0.04,2.499,2.496,0.0,call,-1.0,0.2246720130764245,1.04,2990,2.4,11402.0,44,10001397.SH,0.04,2.499,2.496,0.0,put,-1.0,0.2399713256477117,0.96,-1.0,2018-08-09,0.0006865537748507,5,0.1343022696545915,3.903352858449296
136,2703,2018-07-10,2.6,4977.0,43,10001392.SH,0.04,2.499,2.4930000000000003,0.0,call,-1.0,0.2305938507832289,1.04,2996,2.4,10183.0,43,10001397.SH,0.04,2.499,2.4930000000000003,0.0,put,-1.0,0.2395882467872798,0.96,-1.0,2018-08-09,0.0006865537748507,5,0.1343022696545915,3.903352858449296
137,2707,2018-07-11,2.55,9970.0,42,10001391.SH,0.04,2.499,2.454,0.0,call,-1.0,0.2262505220947563,1.04,3001,2.35,9903.0,42,10001396.SH,0.04,2.499,2.454,0.0,put,-1.0,0.2583960658097267,0.96,-1.0,2018-08-09,0.0006865537748507,5,0.1343022696545915,3.903352858449296
138,2712,2018-07-12,2.6,9476.0,41,10001392.SH,0.04,2.499,2.505,0.0,call,-1.0,0.223433786804974,1.04,3007,2.4,18543.0,41,10001397.SH,0.04,2.499,2.505,0.0,put,-1.0,0.2571623694890141,0.96,-1.0,2018-08-09,0.0006865537748507,5,0.1343022696545915,3.903352858449296
139,2716,2018-07-13,2.6,4019.0,40,10001392.SH,0.04,2.499,2.509,0.0,call,-1.0,0.2219259092553853,1.04,3013,2.4,6744.0,40,10001397.SH,0.04,2.499,2.509,0.0,put,-1.0,0.2642160392295421,0.96,-1.0,2018-08-09,0.0006865537748507,5,0.1343022696545915,3.903352858449296
140,2720,2018-07-16,2.6,7073.0,37,10001392.SH,0.03,2.499,2.49,0.0,call,-1.0,0.2169820640710592,1.04,3019,2.4,11858.0,37,10001397.SH,0.04,2.499,2.49,0.0,put,-1.0,0.2539538530650139,0.96,-1.0,2018-08-09,0.0006865537748507,5,0.1343022696545915,3.903352858449296
141,2737,2018-07-20,2.65,56805.0,33,10001393.SH,0.02,2.499,2.54,0.0,call,-1.0,0.1860436926231384,1.04,3043,2.45,56086.0,33,10001398.SH,0.03,2.499,2.54,0.0,put,-1.0,0.2245172794959545,0.96,-1.0,2018-08-09,0.0006865537748507,5,0.1343022696545915,3.903352858449296
142,2785,2018-08-08,2.6,15006.0,49,10001241.SH,0.05,2.638,2.494,0.0,call,-0.0055850969820495,0.244071765530169,1.04,3093,2.4,4431.0,49,10001358.SH,0.05,2.638,2.494,0.0,put,-1.0,0.2576077947767079,0.96,-0.4470006115987132,2018-09-10,0.0006836549510873,6,0.1578245310177797,5.47590909110492
143,2802,2018-08-09,2.65,7792.0,48,10001242.SH,0.05,2.638,2.551,0.0,call,-1.0,0.2346584086874723,1.04,3099,2.45,10067.0,48,10001312.SH,0.05,2.638,2.551,0.0,put,-1.0,0.2617115725176037,0.96,-1.0,2018-09-10,0.0006836549510873,6,0.1578245310177797,5.47590909110492
144,2817,2018-08-10,2.65,11219.0,47,10001242.SH,0.05,2.638,2.551,0.0,call,-1.0,0.2373009196876883,1.04,3106,2.45,5396.0,47,10001312.SH,0.04,2.638,2.551,0.0,put,-1.0,0.2327762737604677,0.96,-1.0,2018-09-10,0.0006836549510873,6,0.1578245310177797,5.47590909110492
145,2865,2018-08-15,2.55,24596.0,42,10001275.SH,0.05,2.638,2.454,0.0,call,0.0135508441985867,0.2587928537316025,1.04,3126,2.35,17402.0,42,10001368.SH,0.04,2.638,2.454,0.0,put,-1.0,0.2583960658097267,0.96,-0.0159238924938954,2018-09-10,0.0006836549510873,6,0.1578245310177797,5.47590909110492
146,2882,2018-08-16,2.55,32044.0,41,10001275.SH,0.05,2.638,2.4530000000000003,0.0,call,0.0138836365036365,0.2632660012714863,1.04,3131,2.35,34245.0,41,10001368.SH,0.04,2.638,2.4530000000000003,0.0,put,-1.0,0.260338699420929,0.96,-0.016309095837439,2018-09-10,0.0006836549510873,6,0.1578245310177797,5.47590909110492
147,2916,2018-08-20,2.55,53532.0,37,10001275.SH,0.05,2.638,2.458,0.0,call,0.0153960684445999,0.2717059551470578,1.04,3141,2.35,52054.0,37,10001368.SH,0.04,2.638,2.458,0.0,put,-1.0,0.2787039541772008,0.96,-0.0180562314876937,2018-09-10,0.0006836549510873,6,0.1578245310177797,5.47590909110492
148,2930,2018-08-21,2.6,47889.0,36,10001241.SH,0.04,2.638,2.496,0.0,call,-0.0014237991678134,0.2497721720923483,1.04,3146,2.4,57695.0,36,10001358.SH,0.03,2.638,2.496,0.0,put,-1.0,0.2260290313455163,0.96,-0.3989582636016969,2018-09-10,0.0006836549510873,6,0.1578245310177797,5.47590909110492
149,2946,2018-08-22,2.6,41676.0,35,10001241.SH,0.03,2.638,2.499,0.0,call,0.0067768245447645,0.2135071150181293,1.04,3152,2.4,44444.0,35,10001358.SH,0.03,2.638,2.499,0.0,put,-1.0,0.2322070496874749,0.96,-0.3239628184367119,2018-09-10,0.0006836549510873,6,0.1578245310177797,5.47590909110492
150,2962,2018-08-23,2.6,98398.0,34,10001241.SH,0.03,2.638,2.509,0.0,call,0.0069768366312026,0.2054590614860058,1.04,3158,2.4,76379.0,34,10001358.SH,0.03,2.638,2.509,0.0,put,-1.0,0.2459100910651683,0.96,-0.3317026834757743,2018-09-10,0.0006836549510873,6,0.1578245310177797,5.47590909110492
151,3010,2018-08-28,2.65,52368.0,29,10001242.SH,0.03,2.638,2.56,0.0,call,-1.0,0.2178005546438694,1.04,3177,2.45,31009.0,29,10001312.SH,0.02,2.638,2.56,0.0,put,-1.0,0.2163566924507618,0.96,-1.0,2018-09-10,0.0006836549510873,6,0.1578245310177797,5.47590909110492
152,3025,2018-08-29,2.65,39239.0,28,10001242.SH,0.03,2.638,2.553,0.0,call,-1.0,0.2304360177627802,1.04,3184,2.45,28171.0,28,10001312.SH,0.03,2.638,2.553,0.0,put,-1.0,0.2577690252602101,0.96,-1.0,2018-09-10,0.0006836549510873,6,0.1578245310177797,5.47590909110492
153,3059,2018-09-04,2.65,5373.0,50,10001450.SH,0.04,2.525,2.55,0.0,call,-1.0,0.2018248489018679,1.04,3206,2.45,4802.0,50,10001455.SH,0.04,2.525,2.55,0.0,put,-1.0,0.2252478532616794,0.96,-1.0,2018-10-18,0.0006445749563185,3,0.1394703594141905,4.337915533414168
154,3073,2018-09-07,2.6,15657.0,47,10001449.SH,0.04,2.525,2.491,0.0,call,-1.0,0.2219725200642943,1.04,3218,2.4,12035.0,47,10001454.SH,0.04,2.525,2.491,0.0,put,-1.0,0.227886668775767,0.96,-1.0,2018-10-18,0.0006445749563185,3,0.1394703594141905,4.337915533414168
155,3083,2018-09-11,2.55,11783.0,43,10001448.SH,0.05,2.525,2.449,0.0,call,-1.0,0.2612761608052253,1.04,3227,2.35,8743.0,43,10001453.SH,0.04,2.525,2.449,0.0,put,-1.0,0.2505290314932764,0.96,-1.0,2018-10-18,0.0006445749563185,3,0.1394703594141905,4.337915533414168
156,3105,2018-09-17,2.55,14221.0,37,10001448.SH,0.03,2.525,2.452,0.0,call,-1.0,0.2082904595110714,1.04,3245,2.35,13051.0,37,10001453.SH,0.03,2.525,2.452,0.0,put,-1.0,0.2338679322836995,0.96,-1.0,2018-10-18,0.0006445749563185,3,0.1394703594141905,4.337915533414168
157,3120,2018-09-20,2.65,26059.0,34,10001450.SH,0.02,2.525,2.541,0.0,call,-1.0,0.1821261196994185,1.04,3262,2.45,36031.0,34,10001455.SH,0.02,2.525,2.541,0.0,put,-1.0,0.1822743563768565,0.96,-1.0,2018-10-18,0.0006445749563185,3,0.1394703594141905,4.337915533414168
158,3126,2018-09-25,2.7,55982.0,29,10001451.SH,0.02,2.525,2.6,0.0,call,-1.0,0.1845534580395817,1.04,3277,2.5,66396.0,29,10001456.SH,0.02,2.525,2.6,0.0,put,-1.0,0.2020555187618136,0.96,-1.0,2018-10-18,0.0006445749563185,3,0.1394703594141905,4.337915533414168
159,3143,2018-10-09,2.65,9612.0,50,10001475.SH,0.05,2.466,2.545,0.0,call,-1.0,0.2356582164990305,1.04,3304,2.45,10754.0,50,10001480.SH,0.04,2.466,2.545,0.0,put,-1.0,0.2207524135957956,0.96,-1.0,2018-11-19,0.0008629893810428,10,0.158940427737492,5.663918317287465
160,3149,2018-10-10,2.65,12080.0,49,10001475.SH,0.05,2.466,2.545,0.0,call,-1.0,0.2382050620922148,1.04,3308,2.45,15178.0,49,10001480.SH,0.04,2.466,2.545,0.0,put,-1.0,0.222838575119853,0.96,-1.0,2018-11-19,0.0008629893810428,10,0.158940427737492,5.663918317287465
161,3163,2018-10-12,2.6,17755.0,47,10001474.SH,0.05,2.466,2.494,0.0,call,-1.0,0.2495247533355951,1.04,3316,2.4,13287.0,47,10001492.SH,0.05,2.466,2.494,0.0,put,-1.0,0.2626998170338572,0.96,-1.0,2018-11-19,0.0008629893810428,10,0.158940427737492,5.663918317287465
